Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,HPPWD Division Palampur,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document in shape of D.D. as per SBD,1.0,DD - Demand Draft,25-Jul-2019 03:05 PM,06-Aug-2019 03:00 PM,25-Jul-2019 03:10 PM,06-Aug-2019 02:30 PM,NA ,NA ,25-Jul-2019 03:20 PM,06-Aug-2019 02:30 PM,19-Aug-2019 11:30 AM,PWD,6594-633,2019_PWD_30439_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,13,700",No,fixed,,EE Palampur,EE Palampur,"2,000",EE Palampur,EE Palampur,No,"Construction of Science Block (Additional Accommodation) Govt. Sr. Sec. School Building at Bhawarna in Tehsil Palampur, Distt. Kangra (H.P.)(","C/O Building portion ground , Ist floor and 2nd floor i/c water supply and sanitary, water harvesting system and septic tank",Please refer Tender documents. ,NA ,"81,15,367",Civil Works - Buildings,NA ,Tender,120.0,365.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,AOC,EE Manish Sehgal,Internal,"Er Vijay Verma AE Bhawarna, Er DS Thakur AE to EE, Sh. Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Manish Sehgal,19-Aug-2019 11:23 AM,19-Aug-2019 11:30 AM,techsummary_43848.pdf (1135.10 KB),PWD,2019_PWD_30439_1,6594-633,"Construction of Science Block (Additional Accommodation) Govt. Sr. Sec. School Building at Bhawarna in Tehsil Palampur, Distt. Kangra (H.P.)(",08-Mar-2022,"INR 9,999,839.95",365.0,Manish Sehgal,08-Mar-2022 02:46 PM,AOC.pdf (2302.00 KB),AOC,Sh. Manish Sehgal,Internal,DETAILS ATTACHED,Manish Sehgal,08-Mar-2022 02:42 PM,finsummary_43848.pdf (456.45 KB),Finance,Summary,Manish Sehgal,08-Mar-2022 02:30 PM,finance_43848.pdf,BOQ Comparative Chart,1.0,126914.0,PARAS SOOD,INR,"9,547,378.85",1.0,126897.0,M/S BALDEV KUMAR GOVT. CONTRACTOR,06-Aug-2019 12:19 PM,Rejected-AOC,BID RANK-L2,08-Mar-2022 02:46 PM,Technical,Summary,Manish Sehgal,19-Aug-2019 11:19 AM,technical_43848.pdf,AOC
,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,126914.0,PARAS SOOD,06-Aug-2019 02:25 PM,Accepted-AOC,BID RANK-L1,08-Mar-2022 02:46 PM,,,,,,AOC
,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work in hand Certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Balance Sheet for the last five years duly approved by C.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
