S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,126552,Abul Kalam Azad,17-Nov-2021 06:05 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,1.0,127266.0,Hussain Mohmmad Iphtikar,INR,4740000.0,DoA,Internal,"DoH, Sr.FAO. MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,05-Feb-2022 02:39 PM,finsummary_35971.pdf (1813.48 KB),Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,01-Dec-2021 05:17 PM,,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23390_4,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Jan-2022 01:31 PM,,BOQ Comparative Chart,09-Feb-2022,INR 4740000.0,120.0,NEELAKSHI BAITHURI,16-Mar-2022 02:36 PM,Tumni.pdf (554.00 KB),As per 2nd lowest quoted rate due to surrendered by 1st lowest bidder,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,22-Jan-2022 03:12 PM,24-Jan-2022 11:00 AM,techsummary_35971.pdf (1570.53 KB),AOC,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara, Ghy-22",1.0,Fee/PreQual/Technical,.pdf,Technical documents as per RFQ,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,2021_DAASC_23390_4,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,No,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,16-Nov-2021 02:00 PM,01-Dec-2021 11:00 AM,16-Nov-2021 04:00 PM,30-Nov-2021 01:00 PM,NA ,NA ,17-Nov-2021 02:00 PM,30-Nov-2021 01:00 PM,24-Jan-2022 11:00 AM,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,"Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture at Tumni, South Salmara ADO circle Dist. South Salmara",Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,South Salmara,783127.0,NA ,NA ,NA ,O/o Chief Engineer Agriculture,No ,No,AOC
2,127257,AMINUL HOQUE,30-Nov-2021 07:18 AM,Rejected-Technical,As per minutes,22-Jan-2022 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Scanned and signed RFQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,127330,ANOWAR UZ ZAMAN AHMED,30-Nov-2021 12:01 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,127166,Dewan Mustafizur,29-Nov-2021 08:34 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,127345,FAIZUDDIN AHMED,30-Nov-2021 12:37 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,127266,Hussain Mohmmad Iphtikar,30-Nov-2021 11:05 AM,Accepted-AOC,Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,127241,JAGADISH BARUAH,30-Nov-2021 02:50 AM,Rejected-AOC,Due to Surrendered,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,127125,Mizanur Karim Sarkar,29-Nov-2021 06:30 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,127312,Mohibul Islam,30-Nov-2021 11:33 AM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,126955,M/S J D ENTERPRISE,28-Nov-2021 04:20 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
