EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"66,600",No,fixed,,Nil,Nil,25-Feb-2022 06:00 PM,04-Mar-2022 11:00 AM,25-Feb-2022 06:00 PM,03-Mar-2022 04:00 PM,NA ,NA ,25-Feb-2022 06:00 PM,03-Mar-2022 04:00 PM,15-Mar-2022 03:00 PM,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,"1,500",Nil,Nil,No,1.0,ICICI BANK,PWD,SD-1-CTR-Tender/2022- 24447 dated 9-2-2022,2022_PWD_57194_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of parking at Auditorium HIPA Fair Lawn Shimla Himachal Pradesh,C/O Retaining wall and steel structure parking).,As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,120.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),AOC,PWD,2022_PWD_57194_1,SD-1-CTR-Tender/2022- 24447 dated 9-2-2022,Construction of parking at Auditorium HIPA Fair Lawn Shimla Himachal Pradesh,ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,15-Mar-2022 12:11 PM,15-Mar-2022 03:00 PM,techsummary_86340.pdf (781.86 KB),ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,30-Mar-2022 01:18 PM,finsummary_86340.pdf (641.92 KB),30-Mar-2022,"INR 3,325,668",120.0,Sudhir Kumar Gupta,30-Mar-2022 01:19 PM,AOC57194_1.pdf (886.00 KB),AOC,1.0,267245.0,JITENDER KUMAR GOVT CONT,INR,"3,474,678",Finance,Bid opening summary,Sudhir Kumar Gupta,16-Mar-2022 09:38 AM,finance_86340.pdf,BOQ Comparative Chart,1.0,267245.0,JITENDER KUMAR GOVT CONT,28-Feb-2022 08:03 PM,Accepted-AOC,Awarded,30-Mar-2022 01:19 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,15-Mar-2022 12:08 PM,technical_86340.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267242.0,KISHOR KUMAR GOVT CONT,28-Feb-2022 08:21 PM,Rejected-Finance,2nd Lowest,30-Mar-2022 01:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267854.0,KSHITIZ GULERIA,03-Mar-2022 03:00 PM,Rejected-Technical,no,15-Mar-2022 12:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.18),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,267420.0,NILIMA CONSTRUCTION,01-Mar-2022 10:23 PM,Rejected-Technical,no,15-Mar-2022 12:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,267824.0,Rajesh Sharma,03-Mar-2022 03:31 PM,Rejected-Technical,no,15-Mar-2022 12:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.( submit the original as,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Mobile No and Full Address,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
