Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE ENGINEER,EXECUTIVE ENGINEER JAL SHAKTI DIVISION BAGGI DISTT MANDI HP,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP",EE-JSD-BAGGI/2021- 14214-63 DATED 03/08/2021,2021_HPIPH_50790_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,03-Aug-2021 06:00 PM,18-Aug-2021 11:30 AM,03-Aug-2021 06:05 PM,17-Aug-2021 05:00 PM,NA ,NA ,04-Aug-2021 10:00 AM,17-Aug-2021 05:00 PM,01-Sep-2021 11:35 AM,"16,51,100",Yes,fixed,,EE BAGGI,BAGGI,"2,500",EE BAGGI,BAGGI,No,1.0,Fee/PreQual/Technical,.pdf,PROOF OF PAYMENT OF BID DOCUMENT AND EARNESH MONETY DEPOSIT AS REQUIRED NIT COVER 1(I),IMPROVEMENT OF BALH VALLEY RB MEDIUM IRRIGATION PROJECT ZONE NO. 4 TO 8,AS PER BOQ,AS PER NIT ,NA ,"16,51,00,540",Civil Works,NA ,Tender,120.0,1095.0,BAGGI,175027.0,NA ,NA ,NA ,BAGGI,No ,No,1.0,ICICI BANK,AOC,14-Mar-2022,"INR 208,260,033.42",1095.0,Harsh Sharma,14-Mar-2022 04:29 PM,Agreement_1045_2021_22_compressed.pdf (16257.00 KB),AOC,Technical,MINUTES OF MEETING,Harsh Sharma,01-Sep-2021 11:30 AM,technical_75947.pdf,Finance,FINANCIAL BIDS,Harsh Sharma,04-Sep-2021 07:21 PM,finance_75947.pdf,BOQ Comparative Chart,1.0,228960.0,Jain Irrigation Systems Ltd.,14-Aug-2021 03:57 PM,Accepted-AOC,Lowest-1,14-Mar-2022 04:29 PM,LIST ATTACHED,Internal,LIST ATTACHED,Harsh Sharma,01-Sep-2021 11:31 AM,01-Sep-2021 11:35 AM,techsummary_75947.pdf (1964.26 KB),list attached,Internal,list attached,Harsh Sharma,14-Mar-2022 04:16 PM,finsummary_75947.pdf (11325.31 KB),"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP",2021_HPIPH_50790_1,EE-JSD-BAGGI/2021- 14214-63 DATED 03/08/2021,IMPROVEMENT OF BALH VALLEY RB MEDIUM IRRIGATION PROJECT ZONE NO. 4 TO 8,1.0,228960.0,Jain Irrigation Systems Ltd.,INR,"192,450,865",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"COPY OF PAN NO., INCOME TAX , GST REGISTRATION AND CONTRACTOR FIRM REGISTRATION WITH JSV IN APPROP",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2.0,230207.0,Unipro Techno Infrastructure Pvt Ltd,16-Aug-2021 06:06 PM,Rejected-Finance,Rejected due to 2nd lowest,14-Mar-2022 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF UNDERTAKING THAT I HAVE CAREFULLY STUDIED ALL THE TERMS AND CONDITIONS AS REQUIRED NIT COVE,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AVERAGE ANNUAL FINANCIAL TURNOVER DURING THE LAST THREE YEARS ENDING 31 MARCH OF THE PERVIOUS FINANC,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SCANNED COPY OF PUMP CHARACTERISTICE CURVES INPDF FORMATION AS REQUIRED NIT CONDITION No. (iv) OF CO,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EXPERIENCE CERTIFICATE AS REQUIRED NIT CONDITION NO. (v) OF COVER -1,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,COMPLETE WORK MEANS AS REQUIRED NIT CONDITION NO. (vii) OF COVER-1,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UPDATION FACTOR AS REQUIRED NIT CONDITION NO. (viii) OF COVER-1,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,THE CONTRACTOR WILL HAVE TO SUBMIT THE PROF OF REGISTRATION EPF AS REQUIRED NIT CONDITION NO. (ix) O,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
