S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
1.0,255048.0,FABRICO INDIA PRIVATE LIMITED,INR,"345,494,472.2",HPSEBL,2022_HPSEB_55419_1,CE(MM)-09/2021,Procurement of Steel Tubular Poles of assorted sizes,Sr. Executive Engineer - III,Internal,Sr. Executive Engineer - III Assistant Engineer Account Officer,Yashwant Singh Thakur,02-Mar-2022 03:45 PM,finsummary_83143.pdf (337.92 KB),02-Mar-2022,"INR 345,494,472.2",120.0,Yashwant Singh Thakur,02-Mar-2022 03:56 PM,AwardSummaryTE092021.pdf (338.00 KB),"Purchase Order No. 13375-13431 dated 21.02.2022 was issued to M/s Fabrico (India) Pvt. Ltd., Meerut and delivery period is upto 20.08.2022",Finance,Price bid opening summary,Tarun Raj Shandil,28-Jan-2022 02:48 PM,finance_83143.pdf,BOQ Comparative Chart,Technical,Techno commercial Bid Opening Summary,Tarun Raj Shandil,17-Jan-2022 12:36 PM,technical_83143.pdf,Sr. Excecutive Engineer Civil,Internal,Sr. Excecutive Engineer Civil Assistant Engineer,Tarun Raj Shandil,27-Jan-2022 07:59 PM,28-Jan-2022 02:00 PM,techsummary_83143.pdf (290.39 KB),1.0,254394.0,Dadu Pipes Pvt Limited,15-Jan-2022 01:53 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,1.0,Corrigendum No. 1,Technical Bid,,"37,57,000",Yes,fixed,,Nil,Nil,HPSEBL,CE(MM)-09/2021,2022_HPSEB_55419_1,Yes,Open Tender,Item Wise,Goods,3.0,No,Yes,Online,No,No,No,Procurement of Steel Tubular Poles of assorted sizes,Procurement of Steel Tubular Poles of assorted sizes,As per NIT ,EMD amount for HP based firms registered with HPSEBL Rs. 35.07 lac and for others Rs. 37.57 lac ,"37,57,00,000",Electrical Work/ Equipment,NA ,Tender,120.0,120.0,"Office of CE (MM), Vidyut Bhawan, Shimla",171004.0,NA ,NA ,NA ,"Office of CE (MM), Vidyut Bhawan, Shimla",No ,No,"Chief Engineer (MM), Shimla","Office of CE (MM), Vidyut Bhawan, Shimla",06-Jan-2022 11:15 AM,17-Jan-2022 11:00 AM,06-Jan-2022 11:15 AM,15-Jan-2022 03:00 PM,NA ,NA ,07-Jan-2022 10:00 AM,15-Jan-2022 03:00 PM,28-Jan-2022 02:00 PM,1.0,Fee,.pdf,Proof of Tender Fee,"1,475",Nil,Nil,Yes,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,254494.0,Electro Steels India Damtal,14-Jan-2022 04:13 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of EMD,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,255048.0,FABRICO INDIA PRIVATE LIMITED,13-Jan-2022 04:59 PM,Accepted-AOC,Quoted L-I rates for all items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,BIS and ISO Certificate,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,255325.0,GAURANG PRODUCTS PVT. LTD.,15-Jan-2022 01:01 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Technical Bid along with GTPs,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,254787.0,KAUSHAL INDUSTRIES,14-Jan-2022 03:39 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Purchase order along with performance certificate,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,255244.0,Premier Engineering Ltd,14-Jan-2022 05:05 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration with Industries Department along with capacity and capability certificate,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,254762.0,Rama Steel Tubes Ltd,15-Jan-2022 02:16 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Plant and machinery along with testing equipements list,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,255257.0,UTKARSH TUBES & PIPES LIMITED,14-Jan-2022 07:00 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ITR, Blance sheet, PAN card copy, GST certificate and Turn over as per NIT",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,255580.0,VISHAL PIPES LIMITED,15-Jan-2022 12:48 PM,Rejected-AOC,Quoted higher rates than L-I rates for quoted items,02-Mar-2022 03:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of arbitration/ court cases, Affidavit of blacklisting and debarring cases",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Manufacturing Certificate, Power of attorney/ Board of resolution",,,,,,,AOC
