Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Managing Director,"Managing Director, Guwahati Smart City Limited",Guwahati Smart City Ltd.,SPV/GSCL/DEV/182/2021/84,2021_GSCT_23735_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Online,No,No,No,"2,39,10,000",Yes,fixed,,Nil,Nil,"Request for Proposal for Selection of System Integrator, SI","Request for Proposal for Selection of System Integrator for Implementation of Integrated Traffic Management System, ITMS in Guwahati",Please refer Tender documents. ,NA ,"1,19,55,00,000",Network /Communication Equipments,NA ,Tender,180.0,365.0,Guwahati,781006.0,"04th Floor, Aditya Tower ","Guwahati Smart City Limited, 04th Floor, Aditya Tower, Opp. Down Town Hospital  ",28-Dec-2021 11:30 AM ,"04th Floor, Aditya Tower",No ,No,"5,000",Nil,Nil,No,1.0,Fee,.pdf,Receipt of Tender Fee and EMD,1.0,Corrigendum 4 Changes in BOQ,BOQ,,16-Dec-2021 06:00 PM,11-Feb-2022 02:00 PM,16-Dec-2021 06:00 PM,10-Feb-2022 03:00 PM,NA ,NA ,17-Jan-2022 09:00 AM,10-Feb-2022 03:00 PM,11-Mar-2022 04:30 PM,1.0,SBI Bank,AOC,Guwahati Smart City Ltd.,2021_GSCT_23735_1,SPV/GSCL/DEV/182/2021/84,"Request for Proposal for Selection of System Integrator, SI",31-Mar-2022,INR 784442213.66,365.0,Pronab Baruah,31-Mar-2022 05:29 PM,WorkorderITMSAcknowledged.pdf (1877.00 KB),Finance,"Post Technical evaluation, 2 bidders were qualified for Financial Bid Opening namely Larsen and Toubro Limited and Technosys Security Systems Private Limited were found to be technically responsive. Hence price bid opened for both the bidders.",Jyotirmoy Sarma,11-Mar-2022 05:35 PM,,BOQ Comparative Chart,Shri Harmeet Singh IPS,External,Shri Harmeet Singh IPS Shri S K Mahanta Shri Gautam Choudhury Shri A K Chauhan,Pronab Baruah,10-Mar-2022 04:23 PM,11-Mar-2022 04:30 PM,techsummary_36376.pdf (540.07 KB),1.0,132303.0,Bharat Electronics Limited,10-Feb-2022 02:45 PM,Rejected-Technical,Non Responsive,10-Mar-2022 04:23 PM,Shri Harmeet Singh IPS,External,Shri S K Mahanta Shri Gautam Choudhury Shri A K Chauhan,Pronab Baruah,31-Mar-2022 05:25 PM,finsummary_36376.pdf (540.07 KB),1.0,130020.0,Technosys Security Systems Private Limited,INR,784442213.66,Technical,Bids were opened and subject to validation of the documents,Jyotirmoy Sarma,18-Feb-2022 12:37 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre Qualification Document Part 1,2.0,Corrigendum 9 Date Extention,Date,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,132363.0,Continental Engines Private Limited,10-Feb-2022 02:49 PM,Rejected-Technical,Non Responsive,10-Mar-2022 04:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre Qualification Document Part 2,3.0,Corrigendum 2 for Changes in Clauses,Fee,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,129764.0,Larsen and Toubro Limited,10-Feb-2022 02:05 PM,Rejected-AOC,Rejected being the L2 Bidder,31-Mar-2022 05:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre Qualification Document Part 3,4.0,Corrigendum 8 for Changes in Clauses of RFP,Technical Bid,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,130020.0,Technosys Security Systems Private Limited,10-Feb-2022 02:08 PM,Accepted-AOC,Accepted being the L1 Bidder,31-Mar-2022 05:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre Qualification Document Part 4,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre Qualification Document Part 5,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Documents,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Qualification Part 1,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Part 2,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Part 3,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Part 4,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Part 5,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Part 6,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
