Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
19-Mar-2022,"INR 1,414,560",60.0,Sanjiv Kumar,23-Mar-2022 06:39 PM,devikanallah.pdf (267.00 KB),AOC,Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Head Draughtsman, Sr. Divisional Accounts Officer, Superintendent Gr-II,",Sanjiv Kumar,16-Mar-2022 11:46 AM,finsummary_84177.pdf (208.61 KB),Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Sr. Divisional Accounts Officer, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,04-Feb-2022 03:32 PM,08-Feb-2022 11:30 AM,techsummary_84177.pdf (280.51 KB),PWD,2022_PWD_56011_1,PW-JND-B and R-EA-I-NIT- 21008-21032 dt.12-01-2022,Periodical maintenance of Devi Ka Nallah to Jon Jaral road (VR-0227) (PMGSY road) under Annual maintenance Plan 2021-22,1.0,258848.0,VISHAL RAJPUT,INR,"1,414,560",Finance,Financial Bid open Summary,Sanjiv Kumar,11-Feb-2022 12:23 PM,finance_84177.pdf,BOQ Comparative Chart,Technical,Technical Bid open summary,Sanjiv Kumar,03-Feb-2022 12:39 PM,technical_84177.pdf,1.0,258474.0,Sanjeev Bhandari,26-Jan-2022 05:38 PM,Rejected-Finance,L-2,16-Mar-2022 11:46 AM,AOC,500.0,Nil,Nil,No,"24,300",No,fixed,,Nil,Nil,Periodical maintenance of Devi Ka Nallah to Jon Jaral road (VR-0227) (PMGSY road) under Annual maintenance Plan 2021-22,"Providing and laying built-up spray grout, bituminous concrete in Km.0/0 to 1/0",As Per SBD ,NA ,"12,13,538",Civil Works - Roads,NA ,Tender,90.0,60.0,Joginder Nagar,175032.0,NA ,NA ,NA ,"E.E. B and R Division, HPPWD, Joginder Nagar",No ,No,22-Jan-2022 10:00 AM,28-Jan-2022 11:25 AM,22-Jan-2022 10:00 AM,27-Jan-2022 05:00 PM,NA ,NA ,22-Jan-2022 10:00 AM,27-Jan-2022 05:00 PM,08-Feb-2022 11:30 AM,Executive Engineer,"O/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",PWD,PW-JND-B and R-EA-I-NIT- 21008-21032 dt.12-01-2022,2022_PWD_56011_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,258848.0,VISHAL RAJPUT,27-Jan-2022 03:17 PM,Accepted-AOC,L-1,23-Mar-2022 06:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money (Indicated in Schedule E),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.16)Mini amount of work done as per Schedule-F,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rules and directions in Schedule A to F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the information furnished with the bid is correct in all respect,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
