Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
07-Feb-2022 10:00 AM,17-Feb-2022 11:30 AM,07-Feb-2022 10:00 AM,15-Feb-2022 10:00 AM,NA ,NA ,07-Feb-2022 10:00 AM,15-Feb-2022 10:00 AM,26-Feb-2022 11:30 AM,PWD,PW-JND-B and R-EA-I-NIT- 24892-24916 dt.01/02/2022,2022_PWD_56352_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"O/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),350.0,Nil,Nil,No,"15,000",No,fixed,,Nil,Nil,Special repair to Govt. Ayurvedic Pharmacy at Joginder Nagar District Mandi (H.P.),"Sub Head - Renovation of roof of machinery/manufacturing hall I and II Sub Work- Providing and laying preprinting sheet roofing, partical board ceiling, tile work and aluminum work in door and windows",As Per SBD ,NA ,"7,47,954",Civil Works - Roads,NA ,Tender,90.0,90.0,Joginder Nagar,175015.0,NA ,NA ,NA ,"E.E. B and R Division, HPPWD, Joginder Nagar",No ,No,AOC,PWD,2022_PWD_56352_1,PW-JND-B and R-EA-I-NIT- 24892-24916 dt.01/02/2022,Special repair to Govt. Ayurvedic Pharmacy at Joginder Nagar District Mandi (H.P.),Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Sr. Divisional Accounts Officer, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,24-Feb-2022 12:46 PM,26-Feb-2022 11:30 AM,techsummary_84765.pdf (304.10 KB),Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Sr. Divisional Accounts Officer, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,29-Mar-2022 06:11 PM,finsummary_84765.pdf (199.87 KB),31-Mar-2022,"INR 759,061",90.0,Sanjiv Kumar,31-Mar-2022 04:29 PM,awardletter.pdf (580.00 KB),AOC,1.0,263409.0,Ayush Thakur,14-Feb-2022 03:11 PM,Rejected-Finance,L-2,29-Mar-2022 06:11 PM,Technical,Technical Bid opening summary,Sanjiv Kumar,18-Feb-2022 12:48 PM,technical_84765.pdf,1.0,263395.0,Gopal Singh,INR,"759,061",Finance,Financial bid open summary,Sanjiv Kumar,29-Mar-2022 06:07 PM,finance_84765.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,263395.0,Gopal Singh,14-Feb-2022 02:52 PM,Accepted-AOC,Accepted due to L-I,31-Mar-2022 04:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,263421.0,Om Prakash,14-Feb-2022 03:31 PM,Rejected-Technical,Non responsive,24-Feb-2022 12:46 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done and work in hand certificate(Gen.Rule No.16,26.2b)Miniamount of workdone asper Schedule-F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rules and directions in Schedule A to F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
