S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,258558.0,VISHAL RAJPUT,INR,"1,172,715",Finance,Financial Bid open Summary,Sanjiv Kumar,11-Feb-2022 12:27 PM,finance_84184.pdf,BOQ Comparative Chart,Technical,Technical bid opening summary,Sanjiv Kumar,03-Feb-2022 12:27 PM,technical_84184.pdf,1.0,258507.0,ANURAG SHARMA,26-Jan-2022 05:57 PM,Rejected-Finance,L-2,23-Mar-2022 06:30 PM,Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Sr. Divisional Accounts Officer, Head Draughtsman, Superintendent Gr-II",Sanjiv Kumar,23-Mar-2022 06:30 PM,finsummary_84184.pdf (205.02 KB),29-Mar-2022,"INR 1,172,715",60.0,Sanjiv Kumar,29-Mar-2022 06:43 PM,bassi.pdf (270.00 KB),AOC,PWD,2022_PWD_56018_1,PW-JND-B and R-EA-I-NIT- 21008-21032 dt.12-01-2022,Periodical maintenance of link road to Bassi colony (VR-0225) (village road) under Annual maintenance Plan 2021-22 (Substituted),Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Sr. Divisional Accounts Officer, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,03-Feb-2022 01:10 PM,07-Feb-2022 11:30 AM,techsummary_84184.pdf (304.60 KB),AOC,1.0,ICICI BANK,PWD,PW-JND-B and R-EA-I-NIT- 21008-21032 dt.12-01-2022,2022_PWD_56018_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),Executive Engineer,"O/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",Periodical maintenance of link road to Bassi colony (VR-0225) (village road) under Annual maintenance Plan 2021-22 (Substituted),"Providing and laying built-up spray grout, bituminous concrete in Km.0/0 to 1/0",AS Per SBD ,NA ,"13,88,654",Civil Works - Roads,NA ,Tender,90.0,60.0,Joginder Nagar,175015.0,NA ,NA ,NA ,"E.E. B and R Division, HPPWD, Joginder Nagar",No ,No,22-Jan-2022 10:00 AM,28-Jan-2022 11:30 AM,22-Jan-2022 10:00 AM,27-Jan-2022 05:00 PM,NA ,NA ,22-Jan-2022 10:00 AM,27-Jan-2022 05:00 PM,07-Feb-2022 11:30 AM,500.0,Nil,Nil,No,"27,800",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2.0,258558.0,VISHAL RAJPUT,27-Jan-2022 03:53 PM,Accepted-AOC,L-1,29-Mar-2022 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,258568.0,yudhbir infrastructure private limited,26-Jan-2022 10:14 PM,Rejected-Finance,L-3,23-Mar-2022 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.16)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rules and directions in Schedule A to F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
