S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,249056.0,ENGINEERS AND ASSOCIATES,16-Dec-2021 11:13 AM,Rejected-Finance,Third lowest bidder,07-Jan-2022 03:44 PM,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,04-Jan-2022 12:52 PM,04-Jan-2022 03:00 PM,techsummary_81470.pdf (433.70 KB),Technical,Technical summary,Sushant Singh Negi,04-Jan-2022 12:51 PM,technical_81470.pdf,Finance,Financial summary,Sushant Singh Negi,07-Jan-2022 03:41 PM,finance_81470.pdf,BOQ Comparative Chart,HP SIDC Limited,2021_SIDC_54413_1,Job No. 1,Construction of Skill Development Training Institute at Palkwah Distt. Una (HP). (Balance work) SH- Providing and fixing Acoustical Treatment and other Allied works in Auditorium),SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,07-Jan-2022 03:44 PM,finsummary_81470.pdf (32.67 KB),1.0,249461.0,SUNEHARI BAGH BUILDERS PVT. LTD.,INR,"24,659,641",15-Mar-2022,"INR 24,659,641",270.0,Sushant Singh Negi,23-Mar-2022 11:09 AM,sunehari.pdf (1675.00 KB),Award letter,AOC,Construction of Skill Development Training Institute at Palkwah Distt. Una (HP). (Balance work) SH- Providing and fixing Acoustical Treatment and other Allied works in Auditorium),(SH- Providing and fixing Acoustical Treatment and other Allied works in Auditorium),Please refer Tender documents. ,NA ,"2,94,01,815",Civil Works,NA ,Tender,120.0,270.0,Palkwah (Una),174303.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,09-Dec-2021 11:00 AM,17-Dec-2021 11:00 AM,09-Dec-2021 11:00 AM,16-Dec-2021 05:00 PM,NA ,NA ,09-Dec-2021 11:00 AM,16-Dec-2021 05:00 PM,04-Jan-2022 03:00 PM,1.0,ICICI BANK,"5,900",Nil,Nil,No,"3,26,000",No,fixed,,Nil,Nil,Executive Engineer,HPSIDC Shimla,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),HP SIDC Limited,Job No. 1,2021_SIDC_54413_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
2.0,249938.0,PARAM OFFICE AUTOMATION,16-Dec-2021 02:28 PM,Rejected-Finance,Second lowest bidder,07-Jan-2022 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,AOC
3.0,249461.0,SUNEHARI BAGH BUILDERS PVT. LTD.,16-Dec-2021 12:02 PM,Accepted-AOC,AOC,23-Mar-2022 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of existing commitments / ongoing work in hand,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Details of machineries equipments/ skilled engineers/ technical staff,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor working program,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Turnover (last five years with breakup),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
