Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Financial Summary,Sanjiv Kumar,17-Feb-2022 01:08 PM,finance_82718.pdf,BOQ Comparative Chart,1.0,256852.0,ANURAG SHARMA,INR,"2,015,659,216",Technical,technical bid opening summary,Eshant Thakur,27-Jan-2022 01:21 PM,technical_82718.pdf,1.0,256852.0,ANURAG SHARMA,23-Jan-2022 03:09 PM,Accepted-AOC,Rejected due to L3,30-Mar-2022 11:46 AM,Er Rajeev Sharma SE,Internal,EE D EE Joginder Nagar AE D Supdt Gr I,Eshant Thakur,04-Mar-2022 03:40 PM,finsummary_82718.pdf (1179.52 KB),25-Mar-2022,"INR 18,979,476",730.0,Eshant Thakur,30-Mar-2022 11:46 AM,AOC.pdf (739.00 KB),AOC,PWD,2021_PWD_55166_1,PW-SE-JNR-RIDF-2021-6806-904 dt. 17-12-2021,C/O Balance work including M/T on Raktal Changehar Bangoita Chakrod Khaddar road km. 0/0 to 2/200 under NABARD RIDF-XXVII,Er Rajeev Sharma SE,Internal,EE Design EE Joginder Nagar AE D Supdt Gr I,Eshant Thakur,04-Feb-2022 06:32 PM,11-Feb-2022 11:00 AM,techsummary_82718.pdf (3835.46 KB),AOC,1.0,Extend of Technical Bid open date,Date,,Superintending Engineer,"o/o Superintending Engineer, JNR Circle, HPPWD, Joginder Nagar",1.0,ICICI BANK,30-Dec-2021 02:00 PM,24-Jan-2022 11:30 AM,30-Dec-2021 02:00 PM,24-Jan-2022 10:00 AM,NA ,NA ,30-Dec-2021 02:00 PM,24-Jan-2022 10:00 AM,11-Feb-2022 11:00 AM,"5,000",Nil,Nil,No,PWD,PW-SE-JNR-RIDF-2021-6806-904 dt. 17-12-2021,2021_PWD_55166_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form as per Section-1 Point No. 3,C/O Balance work including M/T on Raktal Changehar Bangoita Chakrod Khaddar road km. 0/0 to 2/200 under NABARD RIDF-XXVII,"ROFD, C/O Wire crates/gabion walls, R/walls, P/L M/T, C.C. pavement, C/O road side parapets, providing and erecting W metal beam crash barriers, C/O V-shape and U-shape drain, X-drainage work including five year routine maintenance after completion",AS Per SBD ,NA ,"2,37,12,531",Civil Works - Roads,NA ,Tender,75.0,730.0,Lad-Bharol,175032.0,NA ,NA ,NA ,Joginder Nagar Circle HPPWD. Joginder Nagar,No ,No,"4,74,200",No,fixed,,Nil,Nil,AOC
,,,,,,2.0,257777.0,VISHAL RAJPUT,INR,"23,961,464.86",,,,,,2.0,255990.0,Gopal Singh Thakur,24-Jan-2022 09:59 AM,Rejected-Technical,Non Responsive,04-Feb-2022 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Extend of technical bid of date,Technical Bid,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 (ITB) 16.1,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,257894.0,RAKESH SHARMA,INR,"18,979,475.6",,,,,,3.0,257894.0,RAKESH SHARMA,23-Jan-2022 06:35 PM,Accepted-AOC,Accepted and work awarded due to L1,30-Mar-2022 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration as per Q.I. Section 3 (1.1),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4.0,257908.0,Sanjeev Bhandari,INR,"20,009,048.84",,,,,,4.0,257908.0,Sanjeev Bhandari,23-Jan-2022 07:17 PM,Accepted-AOC,Rejected due to L2,30-Mar-2022 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-3 (1.3.1) (1.3.2) (1.3.3),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,257777.0,VISHAL RAJPUT,23-Jan-2022 05:45 PM,Accepted-AOC,Rejected due to L4,30-Mar-2022 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-3 (1.4) (1.5),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-3 (1.2) (1.7),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-3 (1.6) (1.8) (1.9) (1.10),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section-2 (ITB) (4.2, (4.4 A and B)",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Other documents i.e. GST, PAN, EPF etc.",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders would like to provide,,,,,,,,,,,,,,,,,,,,,,,,,AOC
