Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Publish Date.1,Bid Opening Date.1,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_16,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at BRC-Digheli,1,126324,DILIP MAZUMDAR,15-Nov-2021 01:36 AM,Rejected-AOC,Not Qualified,16-Mar-2022 11:44 AM,AOC,23-Dec-2021 05:00 PM,29-Dec-2021 12:00 PM,23-Dec-2021 06:00 PM,28-Dec-2021 05:00 PM,,30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",1.0,Corrigendum,BOQ,,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_16,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at BRC-Digheli,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at BRC-Digheli,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Nalbari,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,AOC
,,,,2,126435,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:57 AM,Accepted-AOC,Qualified,16-Mar-2022 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,3,126449,JAGADISH BARUAH,15-Nov-2021 12:48 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,126272,Md. Rafiqul Islam,14-Nov-2021 06:07 PM,Rejected-Technical,As per minutes,23-Dec-2021 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,126432,M/S AGH CONSTRUCTIONS,15-Nov-2021 12:42 PM,Rejected-Technical,As per minutes,23-Dec-2021 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,126269,M/S J D ENTERPRISE,14-Nov-2021 06:04 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,126463,MS RUBI ENTERPRISE,15-Nov-2021 12:52 PM,Rejected-Technical,As per minutes,23-Dec-2021 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,126176,NORTH EAST ENTERPRISE,14-Nov-2021 12:38 PM,Rejected-Technical,As per minutes,23-Dec-2021 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,126046,Sahjahan Ali,13-Nov-2021 02:47 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,126167,Shri Prasanta Lahkar,27-Dec-2021 09:23 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
