S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,211258.0,Islam,INR,"1,127,171",Finance,accepted,Kishan Lal Chaudhary,27-May-2021 10:43 AM,finance_70826.pdf,BOQ Comparative Chart,Technical,summary,Kishan Lal Chaudhary,25-May-2021 01:20 PM,None,1.0,212140.0,CHAUDHARY BROTHERS,12-May-2021 04:42 PM,Rejected-Finance,L6,08-Jun-2021 02:15 PM,14-Mar-2022,"INR 1,015,417",180.0,Kishan Lal Chaudhary,14-Mar-2022 10:45 AM,aoc.pdf (845.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,08-Jun-2021 02:15 PM,finsummary_70826.pdf (361.67 KB),Kishan Lal Chaudhary,Internal,Kishan Lal Chaudhary Usha Aggarwal Sanjeet Sinha Sanjeev Goyal,Kishan Lal Chaudhary,25-May-2021 01:41 PM,25-May-2021 03:00 PM,techsummary_70826.pdf (317.58 KB),PWD,2021_PWD_47134_1,tender/2021-22- 353-62 dated 22.04.2021,Construction of Rampurghat to Manpur Deora Guruwala Singhpura road Km. 0/0 to 8/415.,AOC,PWD,tender/2021-22- 353-62 dated 22.04.2021,2021_PWD_47134_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Rampurghat to Manpur Deora Guruwala Singhpura road Km. 0/0 to 8/415.,(SH- C/o 3.00x2.00 mtrs. double Box Cell Culvert at RD. 0/200) Under Black Spot.,Please refer tender document ,NA ,,Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,Executive Engineer,HPPWD Division Paonta Sahib District Sirmour (HP),500.0,Nil,Nil,No,04-May-2021 04:30 PM,13-May-2021 11:00 AM,04-May-2021 05:00 PM,12-May-2021 05:00 PM,NA ,NA ,04-May-2021 05:00 PM,12-May-2021 05:00 PM,25-May-2021 03:00 PM,"20,300",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),AOC
,,,,,,,,,,,,,,,,2.0,211258.0,Islam,12-May-2021 09:41 AM,Accepted-AOC,L1,14-Mar-2022 10:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),AOC
,,,,,,,,,,,,,,,,3.0,212141.0,MITHLESH CHAUHAN,12-May-2021 01:04 PM,Rejected-Finance,L2,08-Jun-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 24.3,AOC
,,,,,,,,,,,,,,,,4.0,212182.0,PREM TOMAR,12-May-2021 11:45 AM,Rejected-Finance,L5,08-Jun-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,AOC
,,,,,,,,,,,,,,,,5.0,212215.0,rakesh,12-May-2021 04:43 PM,Rejected-Finance,L7,08-Jun-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC
,,,,,,,,,,,,,,,,6.0,212171.0,RAKESH KUMAR,12-May-2021 12:31 PM,Rejected-Finance,L3,08-Jun-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",AOC
,,,,,,,,,,,,,,,,7.0,211815.0,SATISH KUMAR,10-May-2021 02:37 PM,Rejected-Finance,L4,08-Jun-2021 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him. (General Rule Sr. No.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC
