Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),25-Nov-2021 05:00 PM,03-Dec-2021 11:00 AM,25-Nov-2021 05:00 PM,02-Dec-2021 06:00 PM,NA ,NA ,25-Nov-2021 05:00 PM,02-Dec-2021 06:00 PM,04-Dec-2021 04:00 PM,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",1.0,ICICI BANK,PWD,SD-III-CB-Tender/21-22- 17618-37 dated 20-11-21.,2021_PWD_53960_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of lift, toilet and tactile guiding path for specially abled persons to the office building of Directorate of Town and country Planning Department under the Accessible India campaign (Sugmaya Bharat Abhiyan).","Construction of lift, toilet and tactile guiding path for specially abled persons to the office building of Directorate of Town and country Planning Department under the Accessible India campaign (Sugmaya Bharat Abhiyan).",As per bidding documents ,NA ,"25,26,698",Civil Works,NA ,Tender,75.0,120.0,"Kasumpti, Shimla",171009.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,"1,500",Nil,Nil,No,"50,600",No,fixed,,Nil,Nil,AOC,1.0,245783.0,DALEEP TOMAR,30-Nov-2021 01:02 PM,Accepted-AOC,L1,16-Mar-2022 09:57 AM,Technical,Bid opening summary,Parveen Kumar Verma,03-Dec-2021 03:24 PM,technical_80799.pdf,Finance,Bid opening summary,Parveen Kumar Verma,17-Dec-2021 06:21 PM,finance_80799.pdf,BOQ Comparative Chart,1.0,245783.0,DALEEP TOMAR,INR,"2,631,103",ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Harnam Singh,Parveen Kumar Verma,04-Dec-2021 03:47 PM,04-Dec-2021 04:00 PM,techsummary_80799.pdf (783.33 KB),PWD,2021_PWD_53960_2,SD-III-CB-Tender/21-22- 17618-37 dated 20-11-21.,"Construction of lift, toilet and tactile guiding path for specially abled persons to the office building of Directorate of Town and country Planning Department under the Accessible India campaign (Sugmaya Bharat Abhiyan).",08-Feb-2022,"INR 2,526,698",120.0,Parveen Kumar Verma,16-Mar-2022 09:57 AM,AOC53960_2.pdf (812.00 KB),AOC,ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Harnam Singh,Parveen Kumar Verma,17-Dec-2021 06:31 PM,finsummary_80799.pdf (597.81 KB),AOC
,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,246104.0,HARGOVIND RANA,30-Nov-2021 01:45 PM,Rejected-AOC,L2,16-Mar-2022 09:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,246785.0,Rakesh Kumar Sharma,02-Dec-2021 04:28 PM,Rejected-Technical,ok,04-Dec-2021 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,HP.PWD Form No-8 with full address and Mobile No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
