Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,950",Nil,Nil,No,1.0,Due Date Extended - All the tenders due for closing on 16-11-2021 between 17.00 Hrs. to 18.55 Hrs. have been extended by 24 hours as per System Malfunction Procedure.,Admin Corrigendum Date Extend,,1.0,ICICI BANK,30-Oct-2021 01:00 PM,25-Nov-2021 03:00 PM,30-Oct-2021 02:00 PM,24-Nov-2021 05:00 PM,30-Oct-2021 02:30 PM ,23-Nov-2021 03:00 PM ,31-Oct-2021 09:00 AM,24-Nov-2021 05:00 PM,08-Dec-2021 03:00 PM,SE Generation Circle Nahan,SE Generation Circle Nahan,NO.SEGN/74/2021-22,"Providing, installation, testing and commissioning of 1 No.20 HP/15 KW Dual Motor Submersible Slurry Pump with slit agitator having flow discharge 2500 LPM and should have capability to handle the particle size of minimum-75mm or above. Each Motor",Please refer Tender documents. ,NA ,,Pumps/Motors,NA ,Tender,90.0,90.0,GiriNagar,173021.0,NA ,NA ,NA ,SE Generation Circle Nahan,No ,No,HPSEBL||CE(Gen) Sundernagar||SE(Gen) Nahan,No.SEGN/74/2021-22,2021_HPSEB_53172_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Registration,"63,500",No,fixed,,Nil,Nil,AOC,Er Mohinder Kumar Chopra,Internal,Er Yash pal Dhiman Sh Inayat Khan,Mohinder Kumar Chopra,02-Mar-2022 11:19 AM,finsummary_79512.pdf (258.84 KB),1.0,241671.0,Arun Constructions,INR,"2,489,800",HPSEBL||CE(Gen) Sundernagar||SE(Gen) Nahan,2021_HPSEB_53172_1,No.SEGN/74/2021-22,NO.SEGN/74/2021-22,Finance,Tender opened on dated 08.12.2021,Yash Pal Dhiman,05-Feb-2022 12:28 PM,None,BOQ Comparative Chart,Technical,Bider documents uploaded,Mohinder Kumar Chopra,27-Nov-2021 10:40 AM,None,02-Mar-2022,"INR 2,489,800",90.0,Mohinder Kumar Chopra,02-Mar-2022 11:30 AM,awardletter.pdf (4714.00 KB),Work awarded,Er Mohinder Kumar Chopra,Internal,,Mohinder Kumar Chopra,03-Dec-2021 05:01 PM,08-Dec-2021 03:00 PM,techsummary_79512.pdf (503.96 KB),1.0,241671.0,Arun Constructions,07-Nov-2021 11:09 AM,Accepted-AOC,l1,02-Mar-2022 11:30 AM,AOC
,,,,2.0,corrigendum,Date,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST PAN and Income tax detail,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Experieince,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affadavit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Self declaration,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents Required as per NIT,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,bid evaluation,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,documents,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,technical bid,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,price schedule,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
