Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,Nil,Nil,Yes,Improvement of black spot on Kunil to Gadha Kuffer Majharana road via Karana km 0.00 to 14.300,Providing and fixing Crash barrier km. 11.230 to 11.480,As per GCC ,NA ,"12,60,536",Civil Works - Roads,NA ,Tender,60.0,30.0,Theog Tehsil Theog Distt. Shimla HP,171201.0,NA ,NA ,NA ,tTheog Division,No ,No,Executive Engineer,"Theog Division, H.P.P.W.D.,Theog",1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt/UTR No. of EMD and cost of tender form,"25,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,19-Feb-2022 05:00 PM,28-Feb-2022 11:00 AM,19-Feb-2022 05:00 PM,26-Feb-2022 05:00 PM,NA ,NA ,19-Feb-2022 05:00 PM,26-Feb-2022 05:00 PM,07-Mar-2022 03:30 PM,PWD,TTHD/CB-tender/2021-12598-612,2022_PWD_56974_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2022_PWD_56974_2,TTHD/CB-tender/2021-12598-612,Improvement of black spot on Kunil to Gadha Kuffer Majharana road via Karana km 0.00 to 14.300,"Er. Vijay Kumar Chauhanm, Xen.",Internal,"Kewal Ram, Supdt. Gr-II, Leela Verma, Sr. Asstt. Jia Lal, Draughtsman",Rajesh Kumar,07-Mar-2022 02:18 PM,07-Mar-2022 03:30 PM,techsummary_85977.pdf (502.51 KB),"Er. Vijay Kumar, Executive Engineer",Internal,"Jia Lal, Draughtsman",Rajesh Kumar,21-Mar-2022 02:15 PM,finsummary_85977.pdf (443.21 KB),26-Mar-2022,"INR 1,260,536",30.0,Rajesh Kumar,29-Mar-2022 03:12 PM,Awar.pdf (485.00 KB),Award letter,1.0,266718.0,SANJEEV KUMAR,INR,"1,121,490",Finance,Financial bid Opening summary,Rajesh Kumar,08-Mar-2022 02:20 PM,finance_85977.pdf,BOQ Comparative Chart,1.0,266764.0,BALKRISHAN VERMA,25-Feb-2022 05:44 PM,Rejected-Finance,Being higher raatess,21-Mar-2022 02:15 PM,Technical,Bid Opening summary,Rajesh Kumar,28-Feb-2022 03:10 PM,technical_85977.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Ref. general rule and direction 24.3,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,266840.0,BITTU RATHOR,26-Feb-2022 03:40 PM,Rejected-Finance,Being Higher rates,21-Mar-2022 02:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Ref. general rule and direction 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,266852.0,Sandeep Verma,26-Feb-2022 01:39 PM,Rejected-Finance,Being higher rates,21-Mar-2022 02:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate countersigned by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,266718.0,SANJEEV KUMAR,25-Feb-2022 03:54 PM,Accepted-AOC,Being L1,29-Mar-2022 03:12 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,266695.0,Vikas Sharma,26-Feb-2022 02:16 PM,Rejected-Finance,Being higher raats,21-Mar-2022 02:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools and plants 24.6 G.R and direction as per Schedule- F ref. clause-18 of GCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-7/8 in G.C.C. duly signed by the bidder and witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
