S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,235690.0,DASU RAM,INR,"12,318,593",Finance,Bid opening summary,Parveen Kumar Verma,21-Sep-2021 03:51 PM,finance_77830.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Parveen Kumar Verma,20-Sep-2021 12:02 PM,technical_77830.pdf,1.0,235690.0,DASU RAM,14-Sep-2021 05:02 PM,Accepted-AOC,L1,16-Mar-2022 10:01 AM,ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Gopal Singh,Parveen Kumar Verma,21-Sep-2021 03:54 PM,finsummary_77830.pdf (706.70 KB),19-Feb-2022,"INR 13,274,682",730.0,Parveen Kumar Verma,16-Mar-2022 10:01 AM,AOC52083_1.pdf (391.00 KB),AOC,PWD,2021_PWD_52083_1,SD-III-CB-Tender/ 2021-22-11524-541 dated 01-09-21,"Civil and Sports infrastructure related activities in Govt. High School Krishana Nagar Shimla (SH- Addition of Hall and playground, up-gradation of Science Lab and Class rooms, painting, Volley Bal Court, plants, rain water harvesting tank for the fi",ER.P.K. Verma,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Gopal Singh,Parveen Kumar Verma,20-Sep-2021 12:04 PM,20-Sep-2021 12:15 PM,techsummary_77830.pdf (704.88 KB),AOC,"5,000",Nil,Nil,No,1.0,ICICI BANK,"1,70,300",No,fixed,,Nil,Nil,PWD,SD-III-CB-Tender/ 2021-22-11524-541 dated 01-09-21,2021_PWD_52083_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","Civil and Sports infrastructure related activities in Govt. High School Krishana Nagar Shimla (SH- Addition of Hall and playground, up-gradation of Science Lab and Class rooms, painting, Volley Bal Court, plants, rain water harvesting tank for the fi","Civil and Sports infrastructure related activities in Govt. High School Krishana Nagar Shimla (SH- Addition of Hall and playground, up-gradation of Science Lab and Class rooms, painting, Volley Bal Court, plants, rain water harvesting tank for the fi",As per bidding documents ,NA ,"1,32,74,682",Civil Works,NA ,Tender,75.0,730.0,"Krishna Nagar, Shimla",171001.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),09-Sep-2021 11:00 AM,15-Sep-2021 11:00 AM,09-Sep-2021 11:00 AM,15-Sep-2021 10:30 AM,NA ,NA ,09-Sep-2021 11:00 AM,15-Sep-2021 10:30 AM,20-Sep-2021 12:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,AOC
