EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"60,400",No,fixed,,Nil,Nil,Periodic maintenance of Sandhapattan Lad-Bharol Basahi Banwar Kotli road (MDR-57) (Major District Road) under Annual maintenance Plan for the year 2021-22,"Providing and laying built-up spray grout, bituminous concrete in Km.39/0 to 42/0",As Per SBD ,NA ,"35,26,844",Civil Works - Roads,NA ,Tender,90.0,60.0,Joginder Nagar,175015.0,NA ,NA ,NA ,"E.E. B and R Division, HPPWD, Joginder Nagar",No ,No,"1,500",Nil,Nil,No,Executive Engineer,"O/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",22-Jan-2022 10:00 AM,28-Jan-2022 11:30 AM,22-Jan-2022 10:00 AM,27-Jan-2022 05:00 PM,NA ,NA ,22-Jan-2022 10:00 AM,27-Jan-2022 05:00 PM,08-Feb-2022 11:30 AM,1.0,ICICI BANK,PWD,PW-JND-B and R-EA-I-NIT- 21008-21032 dt.12-01-2022,2022_PWD_56015_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),AOC,PWD,2022_PWD_56015_1,PW-JND-B and R-EA-I-NIT- 21008-21032 dt.12-01-2022,Periodic maintenance of Sandhapattan Lad-Bharol Basahi Banwar Kotli road (MDR-57) (Major District Road) under Annual maintenance Plan for the year 2021-22,Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Sr. Divisional Accounts Officer, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,04-Feb-2022 03:42 PM,08-Feb-2022 11:30 AM,techsummary_84181.pdf (343.04 KB),Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Head Draughtsman, Sr. Divisional Accounts Officer, Superintendent Gr-II,",Sanjiv Kumar,16-Mar-2022 12:18 PM,finsummary_84181.pdf (219.29 KB),16-Mar-2022,"INR 3,575,650",60.0,Sanjiv Kumar,23-Mar-2022 06:23 PM,mdr39-42.pdf (435.00 KB),AOC,Finance,Financial Bid open Summary,Sanjiv Kumar,11-Feb-2022 12:21 PM,finance_84181.pdf,BOQ Comparative Chart,1.0,258555.0,VISHAL RAJPUT,INR,"3,575,650",1.0,258504.0,ANURAG SHARMA,26-Jan-2022 05:39 PM,Rejected-Finance,L-3,16-Mar-2022 12:18 PM,Technical,Technical Bid open summary,Sanjiv Kumar,03-Feb-2022 12:32 PM,technical_84181.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,258705.0,G.P.ACHARYA,27-Jan-2022 04:17 PM,Rejected-Finance,L-2,16-Mar-2022 12:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,258461.0,Sanjeev Bhandari,26-Jan-2022 03:56 PM,Rejected-Finance,L-4,16-Mar-2022 12:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,258555.0,VISHAL RAJPUT,27-Jan-2022 03:33 PM,Accepted-AOC,L-1,23-Mar-2022 06:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.16)Mini amount of work done as per Schedule-F,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,258574.0,yudhbir infrastructure private limited,27-Jan-2022 04:31 PM,Rejected-Finance,L-5,16-Mar-2022 12:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rules and directions in Schedule A to F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
