S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Corrigendum,Other,,O/o Director of Agriculture Ghy-22,"Directorate of Agriculture Assam Khanapara, Guwahati-22",19-Oct-2021 04:00 PM,11-Nov-2021 03:00 PM,19-Oct-2021 04:00 PM,10-Nov-2021 01:00 PM,NA ,NA ,30-Oct-2021 03:30 PM,10-Nov-2021 01:00 PM,31-Dec-2021 01:00 PM,1.0,BG - Bank Guarantee Irrevocable,"2,000",Directorate of Agriculture,Guwahati,No,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4210 /RIDF-XXV/KC/ BID/2021-22/106,2021_DAASC_23168_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Construction of Knowledge Centre with Training Hall under RIDF-XXV at Nalbari, Tihu","Construction of Knowledge Centre with Training Hall under RIDF-XXV at Nalbari, Tihu",Please refer Tender documents. ,NA ,"1,03,16,485",Construction Works,NA ,Tender,90.0,NA ,Nalbari,781022.0,"Conference Hall of Chief Engineer, Agriculture ","Conference Hall of Chief Engineer, Agriculture, Assam, Khanapara, Ghy-22 ",27-Oct-2021 01:00 PM ,"Director of Agriculture Khanapara, Guwahati-22",No ,No,"2,06,330",Yes,percentage,2.0%,Directorate of Agriculture,Guwahati,1.0,Fee/PreQual/Technical,.pdf,Technical Documents Part-1,AOC,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:35 PM,,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,30-Dec-2021 12:05 PM,31-Dec-2021 01:00 PM,techsummary_35631.pdf (6047.74 KB),16-Mar-2022,INR 8253188.0,180.0,NEELAKSHI BAITHURI,16-Mar-2022 04:14 PM,Tihu.pdf (382.00 KB),AS PER LOWEST QUOTED RATE,DoA,Internal,"DoH, Sr.FAO, Md-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,20-Jan-2022 04:06 PM,finsummary_35631.pdf (3837.26 KB),1,125896,Akhil Sarma,10-Nov-2021 12:23 PM,Rejected-Technical,As per minutes,30-Dec-2021 12:05 PM,Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,31-Dec-2021 01:24 PM,,BOQ Comparative Chart,1.0,125812.0,Md. Sarif Ali,INR,8253188.0,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23168_17,AGRI/ENGG/4210 /RIDF-XXV/KC/ BID/2021-22/106,"Construction of Knowledge Centre with Training Hall under RIDF-XXV at Nalbari, Tihu",AOC
,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents Part-2,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,125891,Bikash Misra,10-Nov-2021 12:22 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document downloaded from the portal,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,125765,Biren Deka,10-Nov-2021 11:47 AM,Rejected-AOC,Not Qualified,16-Mar-2022 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,125814,Consulting Engineer NG,09-Nov-2021 07:25 PM,Rejected-Technical,As per minutes,30-Dec-2021 12:05 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid / Section 6,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,125772,Hiya Construction,09-Nov-2021 05:18 PM,Rejected-Technical,As per minutes,30-Dec-2021 12:05 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,125812,Md. Sarif Ali,10-Nov-2021 12:10 PM,Accepted-AOC,Qualified,16-Mar-2022 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,125895,M/S SUNRISE ENTERPRISE,10-Nov-2021 12:17 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,125868,NORTH EAST ENTERPRISE,10-Nov-2021 11:58 AM,Rejected-Technical,As per minutes,30-Dec-2021 12:05 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,125844,OK Enterprise,09-Nov-2021 11:00 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,125800,SAURAV BORA,09-Nov-2021 06:15 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:14 PM,,,,,,,,,,,,,,,,AOC
