Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
08-Dec-2021 05:00 PM,17-Dec-2021 11:30 AM,08-Dec-2021 05:00 PM,17-Dec-2021 10:00 AM,NA ,NA ,08-Dec-2021 05:00 PM,17-Dec-2021 10:00 AM,27-Dec-2021 12:30 PM,Executive Engineer,Elect. Division HPPWD Palampur,PWD,Elect. Division HPPWD Palampur,2021_PWD_54465_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"47,400",No,fixed,,Nil,Nil,1.0,ICICI BANK,Providing 250 KVA DG Set along with generator supply cables to the OPD Block of Pt. JLNGMC and Hospital Chamba in Tehsil and District Chamba (HP),Providing 250 KVA DG Set along with generator supply cables to the OPD Block of Pt. JLNGMC and Hospital Chamba in Tehsil and District Chamba (HP),Please refer Tender documents. ,NA ,"26,55,641",Electrical Works,NA ,Tender,120.0,30.0,"Chamba, HP",176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Receipt of online payment towards the cost of bid documents and Earnest Money Deposited,"1,500",Nil,Nil,No,AOC,PWD,2021_PWD_54465_2,Elect. Division HPPWD Palampur,Providing 250 KVA DG Set along with generator supply cables to the OPD Block of Pt. JLNGMC and Hospital Chamba in Tehsil and District Chamba (HP),Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Kumar Supdt. Sh. Manoj Kumar Sr. Asstt.,Dalip singh Patial,27-Dec-2021 11:58 AM,27-Dec-2021 12:30 PM,techsummary_81549.pdf (347.70 KB),Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Singh Supdt. Sh. Manoj Kumar Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,05-Feb-2022 09:50 PM,finsummary_81549.pdf (182.51 KB),17-Feb-2022,"INR 2,655,641",30.0,Dalip singh Patial,03-Mar-2022 04:07 PM,award8966-71.pdf (802.00 KB),awarded to the lowest bidder vide no.8966-71 dated 17.02.2022,Finance,as Per uploaded document,Dalip singh Patial,05-Feb-2022 08:05 PM,finance_81549.pdf,BOQ Comparative Chart,1.0,250140.0,Malhotra Associates,INR,"2,417,426",1.0,248473.0,Kalra Hardware and Electric Store,14-Dec-2021 04:41 PM,Rejected-AOC,Bidder is L2,03-Mar-2022 04:07 PM,Technical,as per uploaded document,Dalip singh Patial,27-Dec-2021 11:54 AM,technical_81549.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Valid registration certificate in appropriate class in HPPWD Electrical,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,250189.0,KUMAR ELECTRONICS CO.,17-Dec-2021 09:21 AM,Rejected-AOC,Bidder is L3,03-Mar-2022 04:07 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OEM/Authorization by OEM as per tender document page-147,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,250140.0,Malhotra Associates,16-Dec-2021 06:50 PM,Accepted-AOC,Bidder is L1,03-Mar-2022 04:07 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual financial turnover as per tender document page-147,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per tender document page-147,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR filed,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 (GCC) printed on judicial papers duly signed,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department as per enlistment rules 2021,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
