Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23168_5,AGRI/ENGG/4210 /RIDF-XXV/KC/ BID/2021-22/106,"Construction of Knowledge Centre with Training Hall under RIDF-XXV at Barpeta, Sorbhog",Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,31-Dec-2021 01:55 PM,,BOQ Comparative Chart,1,125767,Biren Deka,10-Nov-2021 11:48 AM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:53 PM,,DoA,Internal,"DoH, SR.FAO, MD-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,29-Dec-2021 03:14 PM,31-Dec-2021 12:00 PM,techsummary_35619.pdf (6047.74 KB),AOC,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4210 /RIDF-XXV/KC/ BID/2021-22/106,2021_DAASC_23168_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Construction of Knowledge Centre with Training Hall under RIDF-XXV at Barpeta, Sorbhog","Construction of Knowledge Centre with Training Hall under RIDF-XXV at Barpeta, Sorbhog",Please refer Tender documents. ,NA ,"1,03,16,485",Construction Works,NA ,Tender,90.0,NA ,Barpeta,781022.0,"Conference Hall of Chief Engineer, Agriculture ","Conference Hall of Chief Engineer, Agriculture, Assam, Khanapara, Ghy-22 ",27-Oct-2021 01:00 PM ,"Director of Agriculture Khanapara, Guwahati-22",No ,No,"2,000",Directorate of Agriculture,Guwahati,No,"2,06,330",Yes,percentage,2.0%,Directorate of Agriculture,Guwahati,1.0,Corrigendum,Other,,1.0,BG - Bank Guarantee Irrevocable,19-Oct-2021 04:00 PM,11-Nov-2021 03:00 PM,19-Oct-2021 04:00 PM,10-Nov-2021 01:00 PM,NA ,NA ,30-Oct-2021 03:30 PM,10-Nov-2021 01:00 PM,31-Dec-2021 12:00 PM,O/o Director of Agriculture Ghy-22,"Directorate of Agriculture Assam Khanapara, Guwahati-22",1.0,Fee/PreQual/Technical,.pdf,Technical Documents Part-1,AOC
,,,,,,,,,,2,125831,DAL THOMS SCIENTIFIC,09-Nov-2021 09:41 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,.pdf,Technical Documents Part-2,AOC
,,,,,,,,,,3,125860,JITU HANDIQUE,10-Nov-2021 09:28 AM,Rejected-Technical,As per minutes,29-Dec-2021 03:14 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document downloaded from the portal,AOC
,,,,,,,,,,4,125872,Jyotish Das,10-Nov-2021 10:52 AM,Rejected-Technical,As per minutes,29-Dec-2021 03:14 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,,,,,,5,125875,KAUSHIK KUMAR CHOUDHURY,10-Nov-2021 11:53 AM,Rejected-Technical,As per minutes,29-Dec-2021 03:14 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid / Section 6,AOC
,,,,,,,,,,6,125811,Md. Sarif Ali,10-Nov-2021 10:32 AM,Accepted-AOC,Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,7,125885,M/s Kunal Das,10-Nov-2021 12:29 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,8,125897,M/S SUNRISE ENTERPRISE,10-Nov-2021 12:24 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,9,125874,PRADIPTA CHOUDHURY,10-Nov-2021 11:50 AM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,10,125804,SAURAV BORA,09-Nov-2021 06:25 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,11,125847,SRI RUPAM BARMAN,09-Nov-2021 11:30 PM,Rejected-AOC,Not Qualified,16-Mar-2022 04:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
