S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date.1,Publish Date.1,Bid Opening Date.1,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Corigendum,BOQ,,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Lakshmisahar PO-Lakshmisahar PS-Hailakandi,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Lakshmisahar PO-Lakshmisahar PS-Hailakandi,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Hailakandi,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,23-Dec-2021 05:00 PM,29-Dec-2021 12:00 PM,23-Dec-2021 06:00 PM,28-Dec-2021 05:00 PM,,30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_15,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,AOC,1.0,126226.0,SAMIM AKHTER CHOUDHURY,INR,4266000.0,DoA,Internal,"DOH, Sr.FAO, MD, Seeds, PME, ARIAS etc.",NEELAKSHI BAITHURI,23-Dec-2021 03:50 PM,techsummary_35785.pdf (3583.51 KB),Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_15,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Lakshmisahar PO-Lakshmisahar PS-Hailakandi,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,21-Jan-2022 12:03 PM,finsummary_35785.pdf (2220.52 KB),27-Jan-2022,INR 4266000.0,120.0,NEELAKSHI BAITHURI,09-Mar-2022 11:48 AM,Lakhimisahar.pdf (602.00 KB),As per lowest quoted price,Finance,Financial Cover is opened and process for evaluation,Upasana Devi,29-Dec-2021 01:03 PM,,BOQ Comparative Chart,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,23-Nov-2021 02:11 PM,,1,126037,ARSHAD HUSSAIN MAZUMDER,13-Nov-2021 09:41 PM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,125999,Badrul Islam Barbhuiya,12-Nov-2021 10:05 PM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,126010,BAHARUL ISLAM MOZUMDER,13-Nov-2021 10:32 AM,Rejected-AOC,Not Qualified,09-Mar-2022 11:48 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,126333,EDRISH DEWAN,15-Nov-2021 05:05 AM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,126430,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:54 AM,Rejected-AOC,Not Qualified,09-Mar-2022 11:48 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,126415,IRSHAD RASUL BARLASKAR,15-Nov-2021 11:39 AM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,126320,JAGADISH BARUAH,15-Nov-2021 01:36 AM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,126041,KAYRUZZAMAN MAZARBHUIYA,13-Nov-2021 02:39 PM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,126014,LUTFUR RAHAMAN LASKAR,13-Nov-2021 11:07 AM,Rejected-AOC,Not Qualified,09-Mar-2022 11:48 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,126336,MD Rafiqul Islam,15-Nov-2021 06:47 AM,Rejected-Technical,As per minutes,23-Dec-2021 03:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,126247,M/S AYESA CONSTRUCTION & SUPPLY,14-Nov-2021 04:59 PM,Rejected-Finance,Due to not quoted rate,21-Jan-2022 12:03 PM,AOC
