EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
0.0,No,fixed,,Nil,Nil,16-Nov-2021 02:00 PM,01-Dec-2021 11:00 AM,16-Nov-2021 04:00 PM,30-Nov-2021 01:00 PM,NA ,NA ,17-Nov-2021 02:00 PM,30-Nov-2021 01:00 PM,24-Jan-2022 11:00 AM,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,"Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture at Maduri Chariali Mechagarh, Mechagarh ADO circle Dist. Sivasagar",Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Sivasagar,785640.0,NA ,NA ,NA ,O/o Chief Engineer Agriculture,No ,No,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara, Ghy-22",1.0,Fee/PreQual/Technical,.pdf,Technical documents as per RFQ,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,2021_DAASC_23390_19,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,No,0.0,Nil,Nil,No,AOC,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23390_19,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,DoA,Internal,"DoH, Sr. FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,05-Feb-2022 04:16 PM,finsummary_35987.pdf (820.60 KB),DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,22-Jan-2022 04:03 PM,24-Jan-2022 11:00 AM,techsummary_35987.pdf (1003.73 KB),05-Feb-2022,INR 5072032.6,120.0,NEELAKSHI BAITHURI,09-Mar-2022 12:05 PM,Madhuri.pdf (615.00 KB),As per lowest quoted price,1,127143,ARINDOM PHUKAN,29-Nov-2021 08:07 PM,Accepted-AOC,Qualified,09-Mar-2022 12:05 PM,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,01-Dec-2021 05:39 PM,,Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Jan-2022 02:35 PM,,BOQ Comparative Chart,1.0,127143.0,ARINDOM PHUKAN,INR,5072032.6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned and signed RFQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,127299,BIPIN HAZARIKA,30-Nov-2021 11:13 AM,Rejected-AOC,Not Qualified,09-Mar-2022 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,127248,DADU HAZARIKA,30-Nov-2021 04:37 AM,Rejected-Technical,As per minutes,22-Jan-2022 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,126929,DHIRAJ GOGOI,28-Nov-2021 12:29 PM,Rejected-AOC,Not Qualified,09-Mar-2022 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,127223,Lechaman Borgohain,30-Nov-2021 12:38 AM,Rejected-AOC,Not Qualified,09-Mar-2022 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,127341,M/S Rongpur Constructor Private Limited,30-Nov-2021 12:35 PM,Rejected-Technical,As per minutes,22-Jan-2022 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,127238,NIRMAL KUMAR MORE,30-Nov-2021 02:12 AM,Rejected-AOC,Not Qualified,09-Mar-2022 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,127323,OK Enterprise,30-Nov-2021 11:47 AM,Rejected-AOC,Not Qualified,09-Mar-2022 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,127108,PRASANTA BORUAH,30-Nov-2021 12:18 PM,Rejected-AOC,Not Qualified,09-Mar-2022 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,127269,SRI ASHOK BORUAH,30-Nov-2021 11:32 AM,Rejected-Technical,As per minutes,22-Jan-2022 04:03 PM,,,,,,,,,,,,,,,,,AOC
