Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,Elect. Division HPPWD Palampur,2021_PWD_52864_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,Electrical Division HPPWD Palampur,C/O Post Graduate Block in Govt. Degree College Complex at Sultanpur in Tehsil and District Chamba (HP) (SH- Providing E.I. therein),C/O Post Graduate Block in Govt. Degree College Complex at Sultanpur in Tehsil and District Chamba (HP) (SH- Providing E.I. therein),Please refer Tender documents. ,NA ,"41,03,925",Electrical Works,NA ,Tender,120.0,1095.0,Sultanpur in Distt. Chamba,176314.0,NA ,NA ,NA ,Palampur,No ,No,02-Oct-2021 05:00 PM,13-Oct-2021 11:30 AM,02-Oct-2021 05:00 PM,12-Oct-2021 05:00 PM,NA ,NA ,02-Oct-2021 05:00 PM,12-Oct-2021 05:00 PM,05-Nov-2021 03:00 PM,"2,000",Executive Engineer Elect. Division HPPWD Palampur,Executive Engineer Elect. Division HPPWD Palampur,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,receipt of online payment/Bank Draft towards the cost of bid documents,"69,100",No,fixed,,Executive Engineer Elect. Division HPPWD Palampur,Executive Engineer Elect. Division HPPWD Palampur,AOC,1.0,240222.0,Deepak Sood,11-Oct-2021 07:34 AM,Rejected-AOC,Bidder is L4,03-Mar-2022 03:59 PM,Technical,as per document attached,Dalip singh Patial,05-Nov-2021 01:44 PM,technical_79056.pdf,1.0,240302.0,Malhotra Associates,INR,"4,867,603",Finance,as per uploaded document,Dalip singh Patial,05-Feb-2022 04:30 PM,finance_79056.pdf,BOQ Comparative Chart,PWD,2021_PWD_52864_1,Elect. Division HPPWD Palampur,C/O Post Graduate Block in Govt. Degree College Complex at Sultanpur in Tehsil and District Chamba (HP) (SH- Providing E.I. therein),Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Kumar Supdt. Sh. Shakti Chand Sr. Asstt. Sh. Atul Nag JDM (TQC approved by the S.E. 2nd Elect. Circle HPPWD Dharamshala),Dalip singh Patial,05-Nov-2021 01:58 PM,05-Nov-2021 03:00 PM,techsummary_79056.pdf (501.71 KB),Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Singh Supdt. Sh. Manoj Kumar Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,05-Feb-2022 08:48 PM,finsummary_79056.pdf (207.96 KB),25-Feb-2022,"INR 4,103,925",1095.0,Dalip singh Patial,03-Mar-2022 03:59 PM,award9533-38.pdf (829.00 KB),Awarded to the lowest bidder vide No.9533-38 dated 25.02.2022,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,receipt of online payment/FDR duly pledged towards the Earnest Money Deposited (EMD),,,,,,,AOC,2.0,240150.0,JAMWAL ELECTRICAL WORKS,09-Oct-2021 03:32 PM,Rejected-AOC,Bidder is L2,03-Mar-2022 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,valid registration certificate in appropriate class in HPPWD Electrical,,,,,,,AOC,3.0,240302.0,Malhotra Associates,11-Oct-2021 08:21 PM,Accepted-AOC,Bidder is L1,03-Mar-2022 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,,,,,,,AOC,4.0,240274.0,UNITED ENGINEEER AND CONTRACTOR,11-Oct-2021 03:48 PM,Rejected-AOC,Bidder is L3,03-Mar-2022 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,latest ITR filed,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (minimum one work not less than 40 percent of estimated cost),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 (GCC) printed on judicial papers duly signed,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit regarding no relative working in the department as per enlistment rules 2021,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
