Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date.1,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,24-Dec-2021 11:51 AM,techsummary_35783.pdf (3583.51 KB),Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:01 PM,,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_13,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Vill Rangabak Pt-1 PO-Katlicherra PS-Katlicherra,1,126121,Badrul Islam Barbhuiya,13-Nov-2021 08:19 PM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,0.0,No,fixed,,Nil,Nil,30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Vill Rangabak Pt-1 PO-Katlicherra PS-Katlicherra,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Vill Rangabak Pt-1 PO-Katlicherra PS-Katlicherra,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Hailakandi,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_13,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,24-Dec-2021 12:00 PM,29-Dec-2021 12:00 PM,24-Dec-2021 12:30 PM,28-Dec-2021 06:00 PM,,1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,1.0,Corrigendum,BOQ,,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,125941,BAHARUL ISLAM MOZUMDER,13-Nov-2021 10:30 AM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,126335,EDRISH DEWAN,15-Nov-2021 04:50 AM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,126423,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:48 AM,Accepted-AOC,Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,126045,KAYRUZZAMAN MAZARBHUIYA,13-Nov-2021 02:45 PM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,126339,MD Rafiqul Islam,15-Nov-2021 06:55 AM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,126243,M/S AYESA CONSTRUCTION & SUPPLY,14-Nov-2021 04:51 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,126397,M/ S H A M Enterprise,15-Nov-2021 11:29 AM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,126465,M S P and B ENTERPRISE,15-Nov-2021 12:50 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,10,126136,MUSTAFA AHMED,13-Nov-2021 09:35 PM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,11,126316,NURUL ISLAM LASKAR,14-Nov-2021 11:11 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,12,126197,Shri Maksud Ahmed Mazumder,14-Nov-2021 02:29 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,13,126132,SWAPAN DAS,13-Nov-2021 09:19 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,14,126092,Winners Enterprise,13-Nov-2021 06:36 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,15,126058,Yousuf Amanulla Choudhury,13-Nov-2021 04:19 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,16,126362,ZIAUR RAHMAN BARBHUIYA,15-Nov-2021 10:14 AM,Rejected-Technical,As per minutes,24-Dec-2021 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
