Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Principal Secretary,"O/o SKAC, Officers Colony, By Lane - 3, PO - C.R. Building, Dibrugarh",1.0,DD - Demand Draft,Supply of Acrylic Yarn,Supply of Acrylic Yarn,Please refer Tender documents. ,NA ,"25,00,000",Supply of Materials,Acrylic Yarn ,Tender,330.0,NA ,SKAC Office,786003.0,NA ,NA ,NA ,SKAC Office,No ,No,24-Sep-2021 03:45 PM,06-Oct-2021 10:30 AM,24-Sep-2021 03:45 PM,05-Oct-2021 05:30 PM,24-Sep-2021 03:45 PM ,05-Oct-2021 05:30 PM ,24-Sep-2021 03:45 PM,05-Oct-2021 05:30 PM,07-Oct-2021 05:05 PM,1.0,Fee,.pdf,Tender Fee,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Sonowal Kachari Autonomous Council,SKAC-94/NIQ/2020-21/8815,2021_WPTBC_23046_1,Yes,Open Tender,Supply,Goods,3.0,No,No,Offline,No,No,No,500.0,"Principal Secretary, SKAC",Dibrugarh,No,"12,500",No,fixed,,"Principal Secretary, SKAC",Dibrugarh,AOC,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Sonowal Kachari Autonomous Council,2021_WPTBC_23046_1,SKAC-94/NIQ/2020-21/8815,Supply of Acrylic Yarn,Technical,Total 11 bids received and all are found valid,Ghanashyam Borsaikia,07-Oct-2021 04:44 PM,,1.0,124233.0,Sri Sagar Choudhury,INR,1000000.0,"Tankeswar Sonowal, DY CEM, SKAC",Internal,"Basanta Sonowal, EM, Rishikesh Saikia, EM, Khanindra Sonowal, EM, Ridip Hazarika, EM, Dhiren Sonowal, EM",Ghanashyam Borsaikia,07-Oct-2021 04:59 PM,07-Oct-2021 05:05 PM,techsummary_35461.pdf (811.47 KB),"Tankeswar Sonowal, DY. CEM",Internal,"Rishikesh Saikia, EM, Khanindra Sonowal, EM, Basanta Sonowal, EM, Dhiren Sonowal, EM, Ridip Hazarika, EM, Biswajit Sonowal, EM",Debojyoti Dekabaruah,22-Mar-2022 01:18 PM,finsummary_35461.pdf (2302.26 KB),1,124291,Bhabesh Saikia,05-Oct-2021 03:45 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,22-Mar-2022,INR 2500000.0,45.0,Debojyoti Dekabaruah,22-Mar-2022 01:25 PM,AOC_Acrylic.pdf (1362.00 KB),Work order issued to two nos. lowest bidders (L-1 and L-2),Finance,Found all valid,Debojyoti Dekabaruah,22-Mar-2022 12:57 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,124237.0,REBAT SONOWAL,INR,1500000.0,,,,,,,,,,,,,,2,124302,Ganesh Sonowal,05-Oct-2021 04:47 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Bidding Documents,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,124293,Global Agency,05-Oct-2021 04:06 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Documents,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,124311,GUNJA NANDA BORSAIKIA,05-Oct-2021 05:20 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,124252,Mridul Hazarika,05-Oct-2021 01:28 AM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,124243,NIPON JYOTI SONOWAL,04-Oct-2021 07:53 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,124308,partha sonowal,05-Oct-2021 05:05 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,124232,PN ENTERPRISE AND LIMOUSINE SERVICES,04-Oct-2021 05:43 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,124284,Porag Jyoti Hazarika,05-Oct-2021 03:15 PM,Rejected-AOC,Rejected due to highest bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,124237,REBAT SONOWAL,04-Oct-2021 06:50 PM,Accepted-AOC,Lowest Bidder,22-Mar-2022 01:25 PM,,,,,,,,,,,,,,AOC
