Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt/UTR No. of EMD and cost of tender form,Executive Engineer,"Theog Division, HPPWD., Theog Tehsil Theog Distt. Shimla, HP",Construction of Nani to Nag road km 0.00 to 2.00,Construction of two Nos RCC Slab Culverts 1.50 mtr span including wing walls at RD 0/969 and 1/235 and Construction of Breast wall at RD 1.525 to 1.600,As per GCC ,NA ,"37,41,474",Civil Works - Roads,NA ,Tender,90.0,90.0,Theog Tehsil Theog Distt. Shimla HP,171201.0,NA ,NA ,NA ,Theog Division,No ,No,03-Dec-2021 05:00 PM,14-Dec-2021 05:00 PM,03-Dec-2021 05:00 PM,13-Dec-2021 05:00 PM,NA ,NA ,03-Dec-2021 05:00 PM,13-Dec-2021 05:00 PM,29-Dec-2021 03:30 PM,"64,000",No,fixed,,Nil,Nil,PWD,PW.THD/CB-tender/21-9197-9201,2021_PWD_54298_5,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,1.0,Corrigendum,Other,,1.0,ICICI BANK,AOC,Finance,Financial opening summary,Vijay Kumar Chauhan,30-Dec-2021 12:07 PM,finance_81326.pdf,BOQ Comparative Chart,1.0,248924.0,Shanta Kanwar,INR,"2,619,032",1.0,249227.0,Abhishek Chauhan,13-Dec-2021 04:36 PM,Rejected-Technical,Technically non responsive,29-Dec-2021 01:14 PM,Technical,Bid Opening Summary,Rajesh Kumar,21-Dec-2021 01:10 PM,technical_81326.pdf,PWD,2021_PWD_54298_5,PW.THD/CB-tender/21-9197-9201,Construction of Nani to Nag road km 0.00 to 2.00,"Er. Vijay Kumar Chauhanm, Xen.",Internal,"Deepak Sharma, Sr. DAO, L.R. Shandil, HDM, Kewal Ram, Supdt. Gr-II, Leela Verma, Sr. Asstt.",Vijay Kumar Chauhan,29-Dec-2021 01:14 PM,29-Dec-2021 03:30 PM,techsummary_81326.pdf (477.99 KB),"Er. Vijay Kumar Chauhanm, Xen.",Internal,"L.R shndil, Head D/man, Jia Lal, D/man",Vijay Kumar Chauhan,10-Feb-2022 10:00 AM,finsummary_81326.pdf (451.96 KB),04-Mar-2022,"INR 3,741,475",90.0,Rajesh Kumar,11-Mar-2022 03:50 PM,Award.pdf (579.00 KB),Award letter,AOC
,,.pdf,Contractor Registration Ref. general rule and direction 24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,249186.0,Ajay Sharma,13-Dec-2021 04:58 PM,Rejected-Finance,Being higher rates,10-Feb-2022 10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration Ref. general rule and direction 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,248476.0,Arun Hetta,11-Dec-2021 03:49 PM,Rejected-Finance,Being higher rates,10-Feb-2022 10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in Hand Certificate countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,248698.0,Brij Lal Bhardwaj,10-Dec-2021 01:14 PM,Rejected-Technical,Technially non responsive,29-Dec-2021 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,248744.0,GOVERDHAN SINGH,11-Dec-2021 03:01 PM,Rejected-Technical,Technically non responsive,29-Dec-2021 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of Machinery, Tools and plants 24.6 G.R and direction as per Schedule- F ref. clause-18 of GCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,249120.0,Rajesh Sharma,13-Dec-2021 01:23 PM,Rejected-Finance,Being higher rates,10-Feb-2022 10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No-7/8 in G.C.C. duly signed by the bidder and witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,248924.0,Shanta Kanwar,13-Dec-2021 03:39 PM,Accepted-AOC,awarded being L1,11-Mar-2022 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,248686.0,VINOD KUMAR,13-Dec-2021 12:08 PM,Rejected-Finance,Being higher rates,10-Feb-2022 10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding correctness of documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
