Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
"Er. Vijay Kumar Chauhanm, Xen.",Internal,"L.R. Shandil, Head D/man, Jia Lal, Draughtsman",Rajesh Kumar,15-Feb-2022 09:37 AM,finsummary_80044.pdf (405.02 KB),22-Feb-2022,"INR 888,648",90.0,Rajesh Kumar,28-Mar-2022 02:13 PM,Award.pdf (572.00 KB),Award letter,PWD,2021_PWD_53482_3,THD/CB-tender/2021-8273-84,Construction of Shilaroo to Rachhan road km 0.00 to 2.390,"Er. Vijay Kumar Chauhanm, Xen.",Internal,"Deepak Sharma, Sr. DAO, L.R. Shandil, Head D/man, Kewal Ram, Supdt. Gr-II , Leela Verma, Sr. Asstt.",Vijay Kumar Chauhan,01-Dec-2021 03:35 PM,02-Dec-2021 11:00 AM,techsummary_80044.pdf (450.29 KB),1.0,243333.0,MANOJ SHARMA,INR,"768,122",Finance,Financial Bid Opening Summary,Vijay Kumar Chauhan,07-Dec-2021 09:56 AM,finance_80044.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Vijay Kumar Chauhan,25-Nov-2021 11:53 AM,technical_80044.pdf,1.0,243349.0,BALKRISHAN VERMA,20-Nov-2021 03:41 PM,Rejected-Finance,Being higher rates,15-Feb-2022 09:37 AM,AOC,"18,000",No,fixed,,Nil,Nil,PWD,THD/CB-tender/2021-8273-84,2021_PWD_53482_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"Theog Division, HPPWD., Theog Distt. Shimla, HP",Construction of Shilaroo to Rachhan road km 0.00 to 2.390,Construction of PCC Retaining wall at RD 1.105 to 1.190,As per GCC ,NA ,"8,88,648",Civil Works - Roads,NA ,Tender,90.0,90.0,Theog Tehsil Theog Distt. Shimla HP,171201.0,NA ,NA ,NA ,Theog Division,No ,No,1.0,ICICI BANK,12-Nov-2021 05:00 PM,22-Nov-2021 11:00 AM,12-Nov-2021 05:00 PM,20-Nov-2021 05:00 PM,NA ,NA ,12-Nov-2021 05:00 PM,20-Nov-2021 05:00 PM,02-Dec-2021 11:00 AM,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt/UTR No. of EMD and cost of tender form,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,243333.0,MANOJ SHARMA,19-Nov-2021 02:25 PM,Accepted-AOC,Being L1,28-Mar-2022 02:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,Contractor Registration Ref. general rule and direction 24.3,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,243316.0,Rajender Singh,20-Nov-2021 03:44 PM,Rejected-Finance,Being higher rate,15-Feb-2022 09:37 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Ref. general rule and direction 24.4,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,243144.0,SANJEEV KUMAR,18-Nov-2021 01:50 PM,Rejected-Finance,Being higher rates,15-Feb-2022 09:37 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate countersigned by EE,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,243413.0,Sushil Verma,20-Nov-2021 11:17 AM,Rejected-Finance,Being higher rates,15-Feb-2022 09:37 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan Card,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools and plants 24.6 G.R and direction as per Schedule- F ref. clause-18 of GCC",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-7/8 in G.C.C. duly signed by the bidder and witnesses,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of documents,AOC
