Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,000",EE Bhawarna,EE Bhawarna,No,"84,000",No,fixed,,EE Bhawarna,EE Bhawarna,PWD,132-1410 HPPWD Bhawarna,2019_PWD_31673_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Improvement of Hamirpur Sujanpur Thural Maranda road Km. 24/135 to 59/775,"C/O U-shape drain Km 56/000 to 56/700, 57/200 to 57/800, 58/000 to 58/500 and providing and laying SDBC from RD 57/775 to 59/775 and C/O R/wall at various RDs)",Please refer Tender documents. ,NA ,"51,01,545",Civil Works - Roads,NA ,Tender,120.0,180.0,Bhawarna,176083.0,NA ,NA ,NA ,Bhawarna,No ,No,21-Sep-2019 04:30 PM,04-Oct-2019 02:00 PM,21-Sep-2019 04:35 PM,04-Oct-2019 01:00 PM,NA ,NA ,21-Sep-2019 04:40 PM,04-Oct-2019 01:00 PM,09-Oct-2019 01:15 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document in shape of D.D. as per SBD.,1.0,DD - Demand Draft,Executive Engineer,HPPWD Division Bhawarna,AOC,1.0,132961.0,Alpna Sharma,01-Oct-2019 05:34 PM,Rejected-Technical,Non-Responsive,09-Oct-2019 12:54 PM,Technical,Summary,Manish Sehgal,09-Oct-2019 12:43 PM,technical_45573.pdf,Finance,Summary,Manish Sehgal,10-Mar-2022 11:13 AM,finance_45573.pdf,BOQ Comparative Chart,1.0,133209.0,Ms Mahaluxmi Enterprises,INR,"6,112,676.4",PWD,2019_PWD_31673_1,132-1410 HPPWD Bhawarna,Improvement of Hamirpur Sujanpur Thural Maranda road Km. 24/135 to 59/775,EE Manish Sehgal,Internal,"Er Vijay Verma AE Bhawarna, Sh. Rajesh Sood Sr DAO, Sh Harjeet Singh Supdt, Sh Pawan Kumar HDM",Manish Sehgal,09-Oct-2019 12:54 PM,09-Oct-2019 01:15 PM,techsummary_45573.pdf (1402.03 KB),Sh. Manish Sehgal,Internal,attached,Manish Sehgal,10-Mar-2022 11:23 AM,finsummary_45573.pdf (467.02 KB),10-Mar-2022,"INR 6,366,338.4",180.0,Manish Sehgal,10-Mar-2022 11:25 AM,AOC.pdf (1224.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,2.0,FDR - Fixed Deposit,,,AOC,2.0,133166.0,M/s Kamala Enterprises,03-Oct-2019 04:43 PM,Rejected-Finance,BID RANK-L4,10-Mar-2022 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,AOC,3.0,133209.0,Ms Mahaluxmi Enterprises,03-Oct-2019 08:07 PM,Accepted-AOC,BID RANK-L1,10-Mar-2022 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,AOC,4.0,133214.0,Sanjeev,03-Oct-2019 09:20 PM,Rejected-Finance,BID RANK-L3,10-Mar-2022 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,AOC,5.0,133221.0,yudhbir infrastructure private limited,04-Oct-2019 08:59 AM,Rejected-Finance,BID RANK-L2,10-Mar-2022 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate as per SBD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance Sheet for the last five years duly approved by C.A.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
