EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"9,08,100",No,fixed,,Nil,Nil,Construction of 40.00 Metre Span ( Double Lane) Bridge over Sarotha Nallah on Chamba Sahu Kiri Road at Km. 2/780 in District Chamba ( SH Const. of 12.00 mtr span double lane T-beam curved Bridge including both side approaches) ( Job No. CRF-HP-2021-2,Construction of 40.00 Metre Span ( Double Lane) Bridge over Sarotha Nallah on Chamba Sahu Kiri Road at Km. 2/780 in District Chamba ( SH Const. of 12.00 mtr span double lane T-beam curved Bridge including both side approaches) ( Job No. CRF-HP-2021-2,Please refer Tender documents. ,NA ,"4,54,01,627",Civil Works - Bridges,NA ,Tender,90.0,730.0,chamba,176310.0,NA ,NA ,NA ,"Superintending Engineer, 7th Circle HPPWD., Dalhou",No ,No,1.0,ICICI BANK,1.0,Corrigendum,Other,,PWD,No.PWC-11382-481dt 30.11.2021,2021_PWD_54894_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,22-Dec-2021 10:00 AM,06-Jan-2022 11:30 AM,22-Dec-2021 10:00 AM,04-Jan-2022 05:00 PM,22-Dec-2021 10:00 AM ,31-Dec-2021 05:00 PM ,22-Dec-2021 10:00 AM,04-Jan-2022 05:00 PM,28-Jan-2022 11:30 AM,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,"5,000",Nil,Nil,No,AOC,PWD,2021_PWD_54894_1,No.PWC-11382-481dt 30.11.2021,Construction of 40.00 Metre Span ( Double Lane) Bridge over Sarotha Nallah on Chamba Sahu Kiri Road at Km. 2/780 in District Chamba ( SH Const. of 12.00 mtr span double lane T-beam curved Bridge including both side approaches) ( Job No. CRF-HP-2021-2,CE,Internal,EE Chamba SE 7th circle SE D Deputy Controller (F and A ),Jeet Singh Thakur,21-Jan-2022 03:20 PM,28-Jan-2022 11:30 AM,techsummary_82327.pdf (521.71 KB),Chief Engineer,Internal,"Deputy Controller ( F and A) HPPWD Dharamshala , EE Design HPPWD Dharamshala,EE Chamba, SE 7th Circle Dalhousie and SE KZ HPPWD Dharamshala",Jeet Singh Thakur,28-Jan-2022 06:15 PM,finsummary_82327.pdf (458.11 KB),25-Mar-2022,"INR 45,401,627",730.0,Jeet Singh Thakur,25-Mar-2022 03:21 PM,9119.pdf (239.00 KB),Construction of 40.00 Metre Span ( Double Lane) Bridge over Sarotha Nallah on Chamba Sahu Kiri Road at Km. 2/780 in District Chamba ( SH Const. of 12.00 mtr span double lane T-beam curved Bridge inclu,Finance,Bid opening Summary,Jeet Singh Thakur,28-Jan-2022 05:58 PM,finance_82327.pdf,BOQ Comparative Chart,1.0,253696.0,M/s National Construction co.,INR,"40,199,000",1.0,253696.0,M/s National Construction co.,04-Jan-2022 02:26 PM,Accepted-AOC,Requisite performance security deposited by the firm and the work has been awarded to the firm,25-Mar-2022 03:21 PM,Technical,BOS,Jeet Singh Thakur,21-Jan-2022 03:17 PM,technical_82327.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only mode through e-payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,253484.0,Om Parkash Sharma And Sons,04-Jan-2022 03:44 PM,Rejected-Finance,Being 2nd lowest,28-Jan-2022 06:16 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration/constitution as per ITB Cl 4.3 (a),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Experience as per ITB Cl 4.5.3(a),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Experience as per ITB Cl 4.5.3(b),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 4.3 g and as per sample format in Q.I,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of key personal as per ITB Cl 4.3(e) and Cl 4.5.4,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of key plant and equipment as per ITB Cl 4.3(d) and ITB Cl 4.5.5,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit Limit from the Bank as per ITB Cl 4.5.6,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking as per ITB Cl 4.3(h),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
