Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage
0.0,Nil,Nil,No,16-Nov-2021 02:00 PM,01-Dec-2021 11:00 AM,16-Nov-2021 04:00 PM,30-Nov-2021 01:00 PM,NA ,NA ,17-Nov-2021 02:00 PM,30-Nov-2021 01:00 PM,24-Jan-2022 12:00 PM,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,2021_DAASC_23390_20,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents as per RFQ,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara, Ghy-22",0.0,No,fixed,,Nil,Nil,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,"Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture at Near Serfanguri Bazar, Serfanguri ADO circle Dist. Kokrajhar",Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Kokrajhar,783370.0,NA ,NA ,NA ,O/o Chief Engineer Agriculture,No ,No,AOC,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23390_20,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,1.0,Corrigendum,Corrigendum for revocation,24-Jan-2022 10:52 AM,Corrigen.pdf ,228.93,Technical Opening,1,127196,Anil Chakraborty,29-Nov-2021 10:20 PM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,DoA,Internal,"DoH, SR.FAO, MD-Seeds, PME-ARIASS etc.",Upasana Devi,24-Jan-2022 11:06 AM,24-Jan-2022 12:00 PM,techsummary_35988.pdf (1692.62 KB),Technical,Technical cover is opened and processed for evaluation,Upasana Devi,24-Jan-2022 11:00 AM,,Finance,Financial bid is opened and processed for evaluation,Upasana Devi,24-Jan-2022 12:36 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned and signed RFQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,127008,Arjun Saha,28-Nov-2021 08:46 PM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,127291,Bajrang Bhadani,30-Nov-2021 11:06 AM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,126817,BHUPEN DAIMARY,29-Nov-2021 05:52 PM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,127271,birkhang boro,30-Nov-2021 11:54 AM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,127205,Daniram Brahma,29-Nov-2021 10:34 PM,Rejected-Technical,As per minutes,24-Jan-2022 11:06 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,127287,DEBAJIT KR. DAS,30-Nov-2021 11:09 AM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,127303,Dhani Ram Brahma,30-Nov-2021 11:22 AM,Rejected-Technical,As per minutes,24-Jan-2022 11:06 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,127213,Hiya Construction,29-Nov-2021 11:12 PM,Rejected-Technical,As per minutes,24-Jan-2022 11:06 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,127247,JAGADISH BARUAH,30-Nov-2021 04:13 AM,Accepted-AOC,Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,126834,M/S P K M ERECTORS,26-Nov-2021 06:28 PM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,127054,SAFIKUL ISLAM,29-Nov-2021 12:55 PM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,127201,TAPAN KUMAR BASUMATARY,29-Nov-2021 10:21 PM,Rejected-AOC,Not Qualified,10-Mar-2022 11:29 AM,,,,,,,,,,,,,,,,,,,AOC
