S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,127182,Anil Chakraborty,29-Nov-2021 09:48 PM,Rejected-Technical,As per minutes,22-Jan-2022 02:23 PM,1.0,126838.0,EKON CONSTRUCTIONS,INR,4472652.98,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,05-Feb-2022 03:08 PM,finsummary_35977.pdf (1712.14 KB),DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,22-Jan-2022 02:23 PM,24-Jan-2022 11:00 AM,techsummary_35977.pdf (1856.48 KB),Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23390_10,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,05-Feb-2022,INR 4472652.98,120.0,NEELAKSHI BAITHURI,09-Mar-2022 04:02 PM,Gorubondha.pdf (526.00 KB),As per lowest quoted price,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,01-Dec-2021 05:25 PM,,Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Jan-2022 03:18 PM,,BOQ Comparative Chart,AOC,0.0,No,fixed,,Nil,Nil,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara, Ghy-22",16-Nov-2021 02:00 PM,01-Dec-2021 11:00 AM,16-Nov-2021 04:00 PM,30-Nov-2021 01:00 PM,NA ,NA ,17-Nov-2021 02:00 PM,30-Nov-2021 01:00 PM,24-Jan-2022 11:00 AM,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,2021_DAASC_23390_10,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents as per RFQ,0.0,Nil,Nil,No,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,"Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture at Garubandha, Missamari ADO circle Dist. Sonitpur",Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Sonitpur,784001.0,NA ,NA ,NA ,O/o Chief Engineer Agriculture,No ,No,AOC
2,127286,ARYA ENTERPRISE,30-Nov-2021 10:57 AM,Rejected-Technical,As per minutes,22-Jan-2022 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned and signed RFQ,,,,,,,,,,,,,,,,,,,,,,,AOC
3,127356,DIPANKAR BORA,30-Nov-2021 12:50 PM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,AOC
4,126838,EKON CONSTRUCTIONS,26-Nov-2021 08:42 PM,Accepted-AOC,Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,127075,HEMANTA KR MAHANTA,29-Nov-2021 01:59 PM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,127216,Hiya Construction,29-Nov-2021 11:36 PM,Rejected-Technical,As per minutes,22-Jan-2022 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,127219,JAGADISH BARUAH,30-Nov-2021 12:39 AM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,126935,KABENDRA DEKA,28-Nov-2021 12:57 PM,Rejected-Technical,As per minutes,22-Jan-2022 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,127119,KIRTEE KAMAL TAMULI,29-Nov-2021 10:34 PM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,127141,M/S AGH CONSTRUCTIONS,29-Nov-2021 07:37 PM,Rejected-Technical,As per minutes,22-Jan-2022 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,127056,M/S SB ENTERPRISE,29-Nov-2021 12:59 PM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,127294,Power Tools and Engineering,30-Nov-2021 11:13 AM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,127218,Sri Bhaben Bora,30-Nov-2021 12:01 AM,Rejected-AOC,Not Qualified,09-Mar-2022 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,127276,V G S CONSTRUCTION AND SUPPLY,30-Nov-2021 09:59 AM,Rejected-Technical,As per minutes,22-Jan-2022 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
