Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Financial cover is opened and processed for evaluation,Upasana Devi,06-Jan-2022 01:37 PM,,BOQ Comparative Chart,1,126358,Bajrang Bhadani,15-Nov-2021 10:55 AM,Rejected-Technical,As per minutes,03-Jan-2022 02:00 PM,Technical,Technical cover is opened and process for evaluation,NEELAKSHI BAITHURI,23-Nov-2021 11:38 AM,,1.0,126066.0,UTPAL KUMAR DAS,INR,8509570.0,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,03-Jan-2022 02:00 PM,06-Jan-2022 12:00 PM,techsummary_35653.pdf (5124.57 KB),DoA,Internal,"DoH, Sr.FAO, MD-ASC Ltd. PME-ARIAS etc.",NEELAKSHI BAITHURI,19-Jan-2022 04:20 PM,finsummary_35653.pdf (2854.46 KB),01-Feb-2022,INR 8509570.0,180.0,NEELAKSHI BAITHURI,03-Mar-2022 12:52 PM,Nilbagan.pdf (514.00 KB),Lowest quoted rate,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23172_13,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,"Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Hojai Agri-campus-Nilbagan",AOC,1.0,BG - Bank Guarantee Irrevocable,1.0,Date,Date,,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4874 /KC-XXVI /Bid/ 2020-21/10 11.10,2021_DAASC_23172_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Director of Agriculture, Assam, Khanapara","O/o Chief Engineer, Agriculture, Assam, Khanapara, Ghy-22","2,06,330",Yes,percentage,2.0%,Director of Agriculture,Guwahati,20-Oct-2021 02:00 PM,22-Nov-2021 12:00 PM,20-Oct-2021 02:00 PM,22-Nov-2021 11:00 AM,NA ,NA ,03-Nov-2021 10:30 AM,22-Nov-2021 11:00 AM,06-Jan-2022 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Scan copy of Tender fee and EMD,"2,000",Director of Agriculture,Guwahati,No,"Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Hojai Agri-campus-Nilbagan","Construction of Thirty nos of Knowledge centre with training hall under RIDF, XXVI-Hojai Agri-campus-Nilbagan",Please refer Tender documents. ,NA ,"1,03,16,485",Construction Works,NA ,Tender,90.0,180.0,Hojai,781022.0,"Assam, Khanapara, Ghy-22 ","Conference Hall of Chief Engineer, Agriculture, Assam, Khanapara, Ghy-22 ",27-Oct-2021 01:00 PM ,"O/o Chief Engineer, Agriculture, Assam, Khanapara",No ,No,AOC
,,,,,,2,126445,biswajit banik,21-Nov-2021 03:44 PM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit Receipt,2.0,Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan Copy of Technical Documents Part-1,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,126612,JITU HANDIQUE,20-Nov-2021 04:31 PM,Rejected-Technical,As per minutes,03-Jan-2022 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan Copy of Technical Documents Part-2,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,126329,JYOTI CONSTRO COMMERCIALS,15-Nov-2021 01:56 AM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,126422,Md. AsabUddin Choudhury,15-Nov-2021 12:11 PM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,126315,M/S A K Traders,14-Nov-2021 11:12 PM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,126659,M/S D. S. ENTERPRISE,21-Nov-2021 03:14 PM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,126169,M/s Sanwarmal Khetawat,14-Nov-2021 11:04 AM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,126182,NIZAMUDDIN AHMED,14-Nov-2021 02:27 PM,Rejected-Technical,As per minutes,03-Jan-2022 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,125848,SAMSUL HOQUE,10-Nov-2021 12:37 PM,Rejected-Technical,As per minutes,03-Jan-2022 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,126180,Sr Pradip Kumar Das,14-Nov-2021 02:48 PM,Rejected-AOC,Not Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,126066,UTPAL KUMAR DAS,13-Nov-2021 05:56 PM,Accepted-AOC,Qualified,03-Mar-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,126444,V G S CONSTRUCTION AND SUPPLY,15-Nov-2021 12:15 PM,Rejected-Technical,As per minutes,03-Jan-2022 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
