Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,24-Dec-2021 09:00 AM,29-Dec-2021 12:00 PM,24-Dec-2021 09:00 AM,28-Dec-2021 05:00 PM,,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum,BOQ,,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_7,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Gauripur-Near DDRMC office Gauripur-Modhusolmari,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Gauripur-Near DDRMC office Gauripur-Modhusolmari,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Dhubri,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,0.0,Nil,Nil,No,AOC,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,21-Jan-2022 06:13 PM,finsummary_35777.pdf (1802.47 KB),Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:15 PM,,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIAS",NEELAKSHI BAITHURI,23-Dec-2021 06:29 PM,techsummary_35777.pdf (1953.96 KB),07-Feb-2022,INR 4405998.24,120.0,NEELAKSHI BAITHURI,16-Mar-2022 11:52 AM,Gauripur.pdf (589.00 KB),As per lowest quoted price,Finance,Financial cover is opened and processed for evaluation,Upasana Devi,29-Dec-2021 01:56 PM,,BOQ Comparative Chart,1.0,126399.0,GANPATI CONSTRUCTION COMPANY,INR,4405998.24,1,126442,Abul Kalam Azad,15-Nov-2021 12:09 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_7,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Gauripur-Near DDRMC office Gauripur-Modhusolmari,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,126367,ANOWAR UZ ZAMAN AHMED,15-Nov-2021 10:34 AM,Rejected-Technical,As per Minutes,23-Dec-2021 06:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,125966,Bikramjeet Ghosh,28-Dec-2021 10:12 AM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,126213,Dewan Mustafizur,14-Nov-2021 04:01 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,126234,DHIRAJ GOGOI,15-Nov-2021 11:13 AM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,126399,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:31 AM,Accepted-AOC,Qualified,16-Mar-2022 11:52 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,126101,KHAGENDRA NATH SARKAR,13-Nov-2021 07:16 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,126054,MD. CHANMAMUD ALI,14-Nov-2021 06:20 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,126231,M/S AYESA CONSTRUCTION & SUPPLY,14-Nov-2021 04:31 PM,Rejected-Finance,Due to rate not quoted,21-Jan-2022 06:13 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,126271,M/S J D ENTERPRISE,14-Nov-2021 06:05 PM,Rejected-AOC,Not Qualified,16-Mar-2022 11:52 AM,,,,,AOC
