Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,NABARD/Tender/-2021-22- 5529-5575 dated 14.09.2021,2021_PWD_52901_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,09-Oct-2021 10:00 AM,19-Oct-2021 11:00 AM,09-Oct-2021 10:30 AM,19-Oct-2021 10:00 AM,NA ,NA ,09-Oct-2021 10:30 AM,19-Oct-2021 10:00 AM,12-Nov-2021 11:00 AM,"5,10,670",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Earnest money and cost of form online,"Construction of road from Dhaulakuan to Labana Basti to Beliwala to Suddanwala to Gujjar Basti in G.P. Dhaulakuan, Tehsil Paonta Sahib, District Sirmour (HP) km. 0/0 to 2/685.","(SH- Construction of 5/7 meters wide road, providing cross drainage works, granular sub base, WBM, premix carpet surfacing including seal coat, C/o essential parapets, U shape side drains and sign board etc. in km. 0/0 to 2/685) including five year r",Please refer tender document ,NA ,"2,55,33,425",Civil Works - Roads,NA ,Tender,75.0,365.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,AOC,1.0,240758.0,Lal Singh Chauhan Contractor,19-Oct-2021 09:05 AM,Rejected-Finance,L3,14-Mar-2022 11:13 AM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,11-Nov-2021 04:16 PM,technical_79194.pdf,Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,14-Mar-2022 11:01 AM,finance_79194.pdf,BOQ Comparative Chart,1.0,240536.0,RS CONSTRUCTIONS,INR,"20,341,122",Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,11-Nov-2021 04:19 PM,12-Nov-2021 11:00 AM,techsummary_79194.pdf (1601.59 KB),PWD,2021_PWD_52901_3,NABARD/Tender/-2021-22- 5529-5575 dated 14.09.2021,"Construction of road from Dhaulakuan to Labana Basti to Beliwala to Suddanwala to Gujjar Basti in G.P. Dhaulakuan, Tehsil Paonta Sahib, District Sirmour (HP) km. 0/0 to 2/685.",14-Mar-2022,"INR 25,533,428",365.0,Kishan Lal Chaudhary,14-Mar-2022 11:14 AM,aoc.pdf (1388.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,14-Mar-2022 11:13 AM,finsummary_79194.pdf (357.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Contractors registrations,,,,,,,,,,,,,,,,,,,AOC,2.0,240250.0,Manoj Chawla,19-Oct-2021 09:19 AM,Rejected-Finance,L2,14-Mar-2022 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copies of original documents as per Contract Clause 4.2(a),,,,,,,,,,,,,,,,,,,AOC,3.0,240367.0,Rashid Ali Civil Contractor,18-Oct-2021 02:28 PM,Rejected-Finance,L4,14-Mar-2022 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Total monitor value of Civil Const. works as per clause 4.2(b),,,,,,,,,,,,,,,,,,,AOC,4.0,240536.0,RS CONSTRUCTIONS,18-Oct-2021 08:10 PM,Accepted-AOC,L1,14-Mar-2022 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience in works of similar nature as per Clause 4.2(c),,,,,,,,,,,,,,,,,,,AOC,5.0,240773.0,SUMESH KUMAR,19-Oct-2021 09:58 AM,Rejected-Finance,L5,14-Mar-2022 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Evidence of owner ship of major items named in 4.2(d) with clause 4.4 B(b)(I) of ITB,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,detail of Tech. personnel proposed to be employed for the Contract defined in clause 4.4B(b) (ii),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,financial profit and loss statements and auditor report for five yr as per per Clause 4.2(f),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit and other financial resources as per Clause 4.2(g),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authority to seek references as per Clause 4.2 (h) of ITB,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
