Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Sum,Ankit Kumar,04-Feb-2022 03:06 PM,finance_83117.pdf,BOQ Comparative Chart,1.0,255097.0,Ranju Bala Sood,INR,"2,963,485",Technical,Sum,Suresh Kumar Walia,20-Jan-2022 01:57 PM,technical_83117.pdf,1.0,255726.0,Bhag Singh,15-Jan-2022 04:42 PM,Rejected-Technical,Not Full fill Criteria,20-Jan-2022 02:03 PM,17-Mar-2022,"INR 2,827,055",90.0,Suresh Kumar Walia,19-Mar-2022 04:12 PM,Award.pdf (2092.00 KB),Award,Executive Engineer,Internal,AE Nagrota Bagwan Sr DAO Supdt HDM,Ankit Kumar,04-Feb-2022 03:16 PM,finsummary_83117.pdf (187.00 KB),Executive Engineer,Internal,"AE Nagrota Bagwan, SRDAO, Supdt. HDM",Suresh Kumar Walia,20-Jan-2022 02:03 PM,24-Jan-2022 02:00 PM,techsummary_83117.pdf (1483.51 KB),PWD,2022_PWD_55404_1,11422-51,Construction of Girls Hostel for Govt. B.Pharmacy College at Nagrota Bagwan in Distt Kangra (HP) (SH-Balance work of building portion).,AOC,1.0,ICICI BANK,"1,500",Nil,Nil,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,Construction of Girls Hostel for Govt. B.Pharmacy College at Nagrota Bagwan in Distt Kangra (HP) (SH-Balance work of building portion).,Construction of Girls Hostel for Govt. B.Pharmacy College at Nagrota Bagwan in Distt Kangra (HP) (SH-Balance work of building portion).,Please refer Tender documents. ,NA ,"28,27,055",Civil Works - Buildings,NA ,Tender,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,PWD,11422-51,2022_PWD_55404_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"49,950",No,fixed,,Nil,Nil,05-Jan-2022 06:00 PM,17-Jan-2022 11:30 AM,05-Jan-2022 06:00 PM,17-Jan-2022 10:00 AM,NA ,NA ,05-Jan-2022 06:00 PM,17-Jan-2022 10:00 AM,24-Jan-2022 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,AOC
,,,,,,,,,,,,,,,,2.0,255104.0,Kapoor,13-Jan-2022 02:20 PM,Rejected-Finance,Lowest 2,04-Feb-2022 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,AOC
,,,,,,,,,,,,,,,,3.0,255097.0,Ranju Bala Sood,13-Jan-2022 02:08 PM,Accepted-AOC,Award,19-Mar-2022 04:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC
,,,,,,,,,,,,,,,,4.0,255061.0,VIVEK KUMAR,11-Jan-2022 04:33 PM,Rejected-Technical,Not Full fill Criteria,20-Jan-2022 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,AOC
