Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date.1,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_9,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,1.0,Corrigendum,BOQ,,1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Kajipara Pt-II Near Old GS Quarter-Chapar,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Kajipara Pt-II Near Old GS Quarter-Chapar,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Dhubri,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,24-Dec-2021 11:00 AM,29-Dec-2021 12:00 PM,24-Dec-2021 11:00 AM,28-Dec-2021 06:00 PM,,0.0,No,fixed,,Nil,Nil,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",0.0,Nil,Nil,No,AOC,Finance,Financial cover is opened and processed for evaluation,Upasana Devi,29-Dec-2021 01:47 PM,,BOQ Comparative Chart,DoA,Internal,"DoH, Sr. FAO, Md-Seeds, PME-ARIAS etc.",NEELAKSHI BAITHURI,24-Dec-2021 10:51 AM,techsummary_35779.pdf (1953.96 KB),1,126447,Abul Kalam Azad,15-Nov-2021 12:13 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:09 PM,,1.0,126410.0,GANPATI CONSTRUCTION COMPANY,INR,4430645.15,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,21-Jan-2022 05:54 PM,finsummary_35779.pdf (1802.47 KB),Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_9,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Kajipara Pt-II Near Old GS Quarter-Chapar,08-Feb-2022,INR 4430645.15,120.0,NEELAKSHI BAITHURI,16-Mar-2022 02:22 PM,Kajipara.pdf (485.00 KB),As per lowest quoted rate,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,126216,Dewan Mustafizur,14-Nov-2021 04:05 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,126221,DHIRAJ GOGOI,14-Nov-2021 05:05 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,126410,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:37 AM,Accepted-AOC,Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,126325,JAGADISH BARUAH,15-Nov-2021 12:55 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,126100,KHAGENDRA NATH SARKAR,13-Nov-2021 07:13 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,126053,MD. CHANMAMUD ALI,14-Nov-2021 06:29 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,125750,MRINAL ADHIKARY,14-Nov-2021 02:08 PM,Rejected-Technical,As per minutes,24-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,126236,M/S AYESA CONSTRUCTION & SUPPLY,14-Nov-2021 04:38 PM,Rejected-AOC,Not Qualified,16-Mar-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,126457,NAYAN JYOTI BHUYAN,15-Nov-2021 12:36 PM,Rejected-Technical,As per minutes,24-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
