Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
21-Mar-2022,"INR 1,120,397",90.0,Ashish Rana,21-Mar-2022 06:16 PM,AOC.pdf (646.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Ashish Rana,18-Jan-2022 03:07 PM,technical_82952.pdf,Finance,Financial Summary,Ashish Rana,19-Jan-2022 04:27 PM,finance_82952.pdf,BOQ Comparative Chart,1.0,254616.0,Chaman Lal Contractor,08-Jan-2022 08:19 PM,Rejected-Finance,Reject,21-Mar-2022 06:14 PM,Er Ashish Rana EE,Internal,Ta Supdt HDM DAO EE,Ashish Rana,18-Jan-2022 03:26 PM,18-Jan-2022 03:30 PM,techsummary_82952.pdf (317.94 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_55314_7,NHN-SMROO-722- 13874-944 dt 03-01-2022,Improvement of various GWSS in GP Barog Baneri and GP Khala Kiyar Tehsil Dadahu Distt. Sirmour hP,1.0,254620.0,Deepak Kumar Contractor,INR,"964,924",Er Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,21-Mar-2022 06:14 PM,finsummary_82952.pdf (646.37 KB),AOC,04-Jan-2022 09:00 AM,10-Jan-2022 11:30 AM,04-Jan-2022 09:00 AM,10-Jan-2022 11:00 AM,NA ,NA ,04-Jan-2022 09:00 AM,10-Jan-2022 11:00 AM,18-Jan-2022 03:30 PM,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 13874-944 dt 03-01-2022,2022_HPIPH_55314_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,"22,410",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Improvement of various GWSS in GP Barog Baneri and GP Khala Kiyar Tehsil Dadahu Distt. Sirmour hP,"C/o main storage tank 7000 ltrs cap., 5000 ltrs cap., 10000 ltrs cap., 5000 ltrs cap. and 10 Nos. RCC intake chamber) under JJM 4th shelf",Please refer Tender documents. ,NA ,"11,20,397",Civil Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,AOC
,,,,,,,,,,,,,,,,,,2.0,254620.0,Deepak Kumar Contractor,08-Jan-2022 08:32 PM,Accepted-AOC,AOC,21-Mar-2022 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Cost of Tender Form as mentioned in NIT,,,AOC
,,,,,,,,,,,,,,,,,,3.0,254622.0,Jawant Singh,08-Jan-2022 08:41 PM,Rejected-Finance,Reject,21-Mar-2022 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV in valid class as mentioned in NIT,,,AOC
,,,,,,,,,,,,,,,,,,4.0,254713.0,KULDEEP SHARMA,09-Jan-2022 10:08 PM,Rejected-Finance,Reject,21-Mar-2022 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,AOC
,,,,,,,,,,,,,,,,,,5.0,254703.0,OM PARKASH SHARMA,09-Jan-2022 08:30 PM,Rejected-Finance,Reject,21-Mar-2022 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned in NIT,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed as mentioned in NIT,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully all terms and condition as mentioned in NIT,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
