Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"THE COMMISSIONER, GMC","Office of the commissioner, panbazar, Ghy-01",Improvement of Jyoti Path sub bye lane of Ajanta Path,Improvement of Various works under 2nd Instalment of 15th FC for the FY 2020-21 during the FY 2021-22,Please refer Tender documents. ,NA ,"98,70,000",Civil Works,NA ,Tender,90.0,NA ,GUWAHATI,781001.0,NA ,NA ,NA ,"Office of the commissioner, panbazar, Ghy-01",No ,No,1.0,DD - Demand Draft,"1,97,400",Yes,fixed,,"THE COMMISSIONER, GMC",Guwahati,Guwahati Municipal Corporation,GER/ CE/2008/2021/Part-A/04 dated 07/02/2022,2022_GMC_24470_8,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,23-Feb-2022 11:35 AM,02-Mar-2022 02:00 PM,23-Feb-2022 11:35 AM,01-Mar-2022 02:00 PM,NA ,NA ,23-Feb-2022 11:35 AM,01-Mar-2022 02:00 PM,16-Mar-2022 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,FEES,"5,000","THE COMMISSIONER, GMC",Guwahati,No,AOC,Additional Commissioner,Internal,"Chief Engineer Member Secretary, CA and AO Member, all Executive Engineer Member",Deepak Talukdar,18-Mar-2022 08:00 PM,finsummary_37523.pdf (121.19 KB),Additional Commissioner,Internal,"Member Secretary Chief Engineer, Member All Executive Engineer, Chief Accounts and Audit Officer",Anuj Kr. Talukdar,15-Mar-2022 08:21 PM,16-Mar-2022 09:00 AM,techsummary_37523.pdf (251.25 KB),18-Mar-2022,INR 8883000.0,120.0,Deepak Talukdar,18-Mar-2022 08:44 PM,PCKG_8.pdf (256.00 KB),Improvement of Jyoti Path sub bye lane of Ajanta Path,1,133742,Arihant Sales Corporation,01-Mar-2022 11:14 AM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:21 PM,Finance,Financial Bid Opened and processed for Financial Evaluation.,Anuj Kr. Talukdar,16-Mar-2022 10:59 AM,finance_37523.pdf,BOQ Comparative Chart,Technical,Technical Bid Opened and processed for Technical Evaluation.,Anuj Kr. Talukdar,15-Mar-2022 07:38 PM,technical_37523.pdf,1.0,133528.0,LAJIK BRAHMA,INR,8883000.0,Guwahati Municipal Corporation,2022_GMC_24470_8,GER/ CE/2008/2021/Part-A/04 dated 07/02/2022,Improvement of Jyoti Path sub bye lane of Ajanta Path,1.0,Tender Revocation,Tender Revocation,12-Mar-2022 07:33 PM,RECOP.pdf ,814.02,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,133694,ARUP JYOTI MAJUMDAR,28-Feb-2022 06:52 PM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,133709,DAL THOMS SCIENTIFIC,28-Feb-2022 09:08 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,133734,DHRUBA JYOTI SARMA,01-Mar-2022 10:22 AM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,133712,HEMANTA DEKA,28-Feb-2022 09:21 PM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,133416,HRIDAY JUGAL DAS,01-Mar-2022 11:49 AM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,133716,Indrajeet Sharma Pathak,28-Feb-2022 11:26 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,133711,JAYANTA SARMAH,28-Feb-2022 09:25 PM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,133720,JOGESH DAS,28-Feb-2022 10:20 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,133528,LAJIK BRAHMA,27-Feb-2022 10:46 AM,Accepted-AOC,Work allotted,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,133680,MS. RAHUL ENTERPRISE,01-Mar-2022 01:14 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,133687,Niranjan Barman,28-Feb-2022 06:23 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,133726,PANKAJ KR. BUJAR BARUAH,01-Mar-2022 04:21 AM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,133559,P.S.ENTERPRISE,27-Feb-2022 05:17 PM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,133751,Ranjit Kumar Pathak,01-Mar-2022 11:37 AM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,133654,SARAT DEKA,28-Feb-2022 05:33 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,133741,Sri Kangkan Kishore Bora,01-Mar-2022 11:11 AM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,133676,SRI ZEETENDRA SALAI,28-Feb-2022 04:30 PM,Rejected-AOC,Bid capacity less then Lajik Brahma,18-Mar-2022 08:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
