Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"THE COMMISSIONER, GMC","Office of the commissioner, panbazar, Ghy-01",1.0,Fee/PreQual/Technical,.pdf,FEES,23-Feb-2022 11:30 AM,02-Mar-2022 02:00 PM,23-Feb-2022 11:30 AM,01-Mar-2022 02:00 PM,NA ,NA ,23-Feb-2022 11:30 AM,01-Mar-2022 02:00 PM,16-Mar-2022 09:00 AM,"1,10,000",Yes,fixed,,"THE COMMISSIONER, GMC",Guwahati,Guwahati Municipal Corporation,GER/ CE/2008/2021/Part-A/04 dated 07/02/2022,2022_GMC_24470_7,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"1,000","THE COMMISSIONER, GMC",Guwahati,No,"Construction of Zinnia Path, Ajanta Path near Jamme Masjid Hatigaon",Improvement of Various works under 2nd Instalment of 15th FC for the FY 2020-21 during the FY 2021-22,Please refer Tender documents. ,NA ,"55,00,000",Civil Works,NA ,Tender,90.0,NA ,GUWAHATI,781001.0,NA ,NA ,NA ,"Office of the commissioner, panbazar, Ghy-01",No ,No,AOC,18-Mar-2022,INR 4950000.0,90.0,Deepak Talukdar,18-Mar-2022 08:40 PM,PCKG_7.pdf (330.00 KB),"Construction of Zinnia Path, Ajanta Path near Jamme Masjid Hatigaon",Guwahati Municipal Corporation,2022_GMC_24470_7,GER/ CE/2008/2021/Part-A/04 dated 07/02/2022,"Construction of Zinnia Path, Ajanta Path near Jamme Masjid Hatigaon",Finance,Financial Bid Opened and processed for Financial Evaluation.,Deepak Talukdar,16-Mar-2022 10:54 AM,finance_37522.pdf,BOQ Comparative Chart,Additional Commissioner,Internal,"Member Secretary Chief Engineer, Member All Executive Engineer, Chief Accounts and Audit Officer",Anuj Kr. Talukdar,15-Mar-2022 08:15 PM,16-Mar-2022 09:00 AM,techsummary_37522.pdf (209.71 KB),Technical,Technical Bid Opened and processed for Technical Evaluation.,Deepak Talukdar,15-Mar-2022 07:32 PM,technical_37522.pdf,1.0,Tender Revocation,Tender Revocation,12-Mar-2022 07:33 PM,RECOP.pdf ,814.02,Technical Opening,Additional Commissioner,Internal,"Chief Engineer Member Secretary, CA and AO Member, all Executive Engineer Member",Deepak Talukdar,18-Mar-2022 07:55 PM,finsummary_37522.pdf (131.63 KB),1.0,133708.0,DAL THOMS SCIENTIFIC,INR,4950000.0,1,133740,Arihant Sales Corporation,01-Mar-2022 11:01 AM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:15 PM,AOC
,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,133690,ARUP JYOTI MAJUMDAR,28-Feb-2022 06:40 PM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:15 PM,AOC
,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,133708,DAL THOMS SCIENTIFIC,28-Feb-2022 09:11 PM,Accepted-AOC,Work allotted,18-Mar-2022 08:40 PM,AOC
,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,133735,DHRUBA JYOTI SARMA,01-Mar-2022 10:25 AM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,133706,HEMANTA DEKA,28-Feb-2022 09:11 PM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,133713,JAYANTA SARMAH,28-Feb-2022 09:18 PM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,133529,LAJIK BRAHMA,27-Feb-2022 10:56 AM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,133545,MADAN BORO,27-Feb-2022 01:58 PM,Rejected-Technical,Technically Not Qualified,15-Mar-2022 08:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,133446,M/S D ASSOCIATES,27-Feb-2022 07:49 PM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,133442,M/s Praveen Baishya,28-Feb-2022 07:39 PM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,133682,MS. RAHUL ENTERPRISE,01-Mar-2022 01:13 PM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,133516,Niranjan Barman,26-Feb-2022 08:56 PM,Rejected-AOC,Bid capacity less then Dal Thoms Scientific,18-Mar-2022 08:40 PM,AOC
