Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,NIT KOTLA BEHAR NO 2167-75 DT 13.07.2021,2021_PWD_50329_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,"15,400",No,fixed,,Nil,Nil,C.O LINK ROAD FROM CURALA TO UPPER DUKKI SUB HEAD R.WALL AT RD 0.0 TO 0.020 0.045 TO 0.065 AND 0.240 TO 0.250 DEPOIST WORK,C.O LINK ROAD FROM CURALA TO UPPER DUKKI SUB HEAD R.WALL AT RD 0.0 TO 0.020 0.045 TO 0.065 AND 0.240 TO 0.250 DEOPIST WORK,Please refer Tender documents. ,NA ,"7,68,006",Civil Works,NA ,Tender,45.0,90.0,KOTLA BEHAR,177111.0,NA ,NA ,NA ,O.O EE HPPWD DIVISION KOTLA BEHAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,SBD,26-Jul-2021 10:00 AM,03-Aug-2021 11:00 AM,26-Jul-2021 10:00 AM,02-Aug-2021 05:00 PM,NA ,NA ,26-Jul-2021 10:00 AM,02-Aug-2021 05:00 PM,09-Aug-2021 11:30 AM,O.O EE HPPWD DIVISION KOTLA BEHAR,O.O EE HPPWD DIVISION KOTLA BEHAR,1.0,ICICI BANK,AOC,1.0,226563.0,AKSHAY RANA GOVT CONTRACTOR,30-Jul-2021 12:05 PM,Accepted-AOC,LOWEST AMOOUNT,05-Nov-2021 12:37 PM,Technical,TECHANICAL EVEULATION,Harsh Puri,07-Aug-2021 04:17 PM,technical_75342.pdf,1.0,226563.0,AKSHAY RANA GOVT CONTRACTOR,INR,"912,754",Finance,FINICIAL SUMMARY,Harsh Puri,24-Aug-2021 07:52 AM,finance_75342.pdf,BOQ Comparative Chart,PWD,2021_PWD_50329_1,NIT KOTLA BEHAR NO 2167-75 DT 13.07.2021,C.O LINK ROAD FROM CURALA TO UPPER DUKKI SUB HEAD R.WALL AT RD 0.0 TO 0.020 0.045 TO 0.065 AND 0.240 TO 0.250 DEPOIST WORK,ER HARSH PURI EE,Internal,SR ASSISTANT SUPDT DAO DHD,Harsh Puri,07-Aug-2021 05:03 PM,09-Aug-2021 11:30 AM,techsummary_75342.pdf (725.82 KB),ER HARSH PURI EE,Internal,SUPDT DHD DAO,Harsh Puri,24-Aug-2021 09:21 AM,finsummary_75342.pdf (206.74 KB),06-Sep-2021,"INR 912,754",90.0,Harsh Puri,05-Nov-2021 12:37 PM,akshay2.PDF (218.00 KB),AWARD LETTER,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,1. COST OF TENDER FROM IN FAVOUR OF EXECUTIVE ENGINEER DIVISION No-1 HPPWD SHIMLA DDO CODE NO 61,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,226968.0,AMIT SPEHIA GOVT CONTRACTOR,01-Aug-2021 03:56 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2 EARNEST MONEY IN SHAPE OF (ON LINE ) IN FAVOUR O F EXECUTIVE ENGINEER DIVISION No-1 HPPWD SHIM,,,,,,,,,,,,,,AOC,3.0,226397.0,Lovish Bhardwaj,29-Jul-2021 09:38 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3 CONTRACTOR REGISTRATION,,,,,,,,,,,,,,AOC,4.0,226847.0,PARMINDER SINGH RANA,31-Jul-2021 02:59 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4 SALE TAX/GST NUMBER,,,,,,,,,,,,,,AOC,5.0,227089.0,Sanjeev Kumar,02-Aug-2021 01:23 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,5 EPF NIMBER,,,,,,,,,,,,,,AOC,6.0,227100.0,Sourav Sharma,02-Aug-2021 01:59 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6 PAN NUMBER,,,,,,,,,,,,,,AOC,7.0,226978.0,SUMIT KUMAR GOVT. CONTRACTOR,01-Aug-2021 08:47 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7 AFFEDAVIT BID ARE TRUE AND CORRECT,,,,,,,,,,,,,,AOC,8.0,227093.0,Sunil Kumar,02-Aug-2021 01:32 PM,Rejected-Finance,HIGEST AMOUNT,24-Aug-2021 09:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8 AFFIDAVIT NO RELATION (GAZETTED NON GAZETTED),,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9 LIST OF MACHINARY TOOL PLANTS AND EQUOIPMENT,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
