Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Summary,Ajay Kumar Sharma,21-Aug-2021 02:10 PM,technical_75757.pdf,1,230061,DILWAR GOVT CONTRACTOR,15-Aug-2021 12:26 PM,Rejected-Finance,Non-Responsive due to L11 Bidder,28-Aug-2021 06:36 PM,1.0,230158.0,RISHABH SHARMA,INR,"528,705",Finance,Summary,Ajay Kumar Sharma,21-Aug-2021 02:50 PM,finance_75757.pdf,BOQ Comparative Chart,EE Chairman,Internal,All Committee Members,Ajay Kumar Sharma,28-Aug-2021 06:36 PM,finsummary_75757.pdf (189.03 KB),12-Oct-2021,"INR 1,105,409",180.0,Ajay Kumar Sharma,03-Nov-2021 12:49 PM,AOC.110.pdf (644.00 KB),AOC,PWD,2021_PWD_50666_1,2021_PWD_50664_1,"C/O Link road Nalagarh Bharatgarh road to Village Dabhota Km. 0/00 to 1/00( Nasrali ) G.P. Dabhota (SH- P/L HPC 1/00 to 2/00, ROFD Km. 1/00 to 2/00",EE CHAIRMAIN,Internal,Committee Members,Ajay Kumar Sharma,21-Aug-2021 02:12 PM,21-Aug-2021 02:20 PM,techsummary_75757.pdf (222.06 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and EMD indicated in SBD,"22,100",No,fixed,,Nil,Nil,PWD,2021_PWD_50664_1,2021_PWD_50666_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer HP PWD Division Nalagarh,Executive Engineer HP PWD Division Nalagarh,1.0,Corrigendum for Job No. 14,Other,,"C/O Link road Nalagarh Bharatgarh road to Village Dabhota Km. 0/00 to 1/00( Nasrali ) G.P. Dabhota (SH- P/L HPC 1/00 to 2/00, ROFD Km. 1/00 to 2/00",.,Please refer Tender documents. ,NA ,"11,05,409",Civil Works,NA ,Tender,75.0,180.0,Nalagarh,174101.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Nalagarh,No ,No,02-Aug-2021 09:00 AM,16-Aug-2021 11:30 AM,02-Aug-2021 09:00 AM,16-Aug-2021 11:00 AM,NA ,NA ,02-Aug-2021 09:00 AM,16-Aug-2021 11:00 AM,21-Aug-2021 02:20 PM,1.0,ICICI BANK,500.0,Nil,Nil,No,AOC
,,,,,2,230042,Gurmeet Singh,14-Aug-2021 11:10 PM,Rejected-Finance,Non-Responsive due to L2 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor Registration/GST/PAN/EPF and follow the other all conditions indicated in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC
,,,,,3,230159,HARKIT SINGH,16-Aug-2021 08:01 AM,Rejected-Finance,Non-Responsive due to L9 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Duly filled and signed from No 7/8 General Rule and Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,230194,KAMAL KRISHAN (Govt Contractor),16-Aug-2021 10:23 AM,Rejected-Finance,Non-Responsive due to L7Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,229620,kuldeep chand,12-Aug-2021 05:01 PM,Rejected-Finance,Non-Responsive due to L4 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,229819,MADAN SINGH (Govt. Contractor),13-Aug-2021 04:36 PM,Rejected-Finance,Non-Responsive due to L6 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,230130,Mr. Mandeep Singh,15-Aug-2021 08:22 PM,Rejected-Finance,Non-Responsive due to L13 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,229843,ranjit singh,13-Aug-2021 04:01 PM,Rejected-Finance,Non-Responsive due to L5 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,229700,rehana,15-Aug-2021 10:28 PM,Rejected-Finance,Non-Responsive due to L3 Bidder,28-Aug-2021 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,230158,RISHABH SHARMA,15-Aug-2021 11:49 PM,Accepted-AOC,AOC DONE,03-Nov-2021 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
