S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,DD - Demand Draft,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,Municipal Corporation Shimla,2332Dated11082021,2021_MC_51611_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Restoration of rain damages on road from Ambedkar Chowk to AIR ward No 4 (SH Construction of Retaining wall near C J Residence,Restoration of rain damages on road from Ambedkar Chowk to AIR ward No 4 (SH Construction of Retaining wall near C J Residence,Please refer Tender Documents ,NA ,"2,30,773",Civil Works,NA ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per e-procurement notice,24-Aug-2021 05:30 PM,06-Sep-2021 02:00 PM,24-Aug-2021 05:30 PM,04-Sep-2021 05:00 PM,NA ,NA ,24-Aug-2021 05:30 PM,04-Sep-2021 05:00 PM,20-Sep-2021 10:25 AM,350.0,Executive Engineer R B M C Shimla,Shimla,No,"4,700",No,fixed,,Executive Engineer R B M C Shimla,Shimla,AOC,Finance,BOS,Gopesh Behl,20-Sep-2021 12:25 PM,finance_77124.pdf,BOQ Comparative Chart,15-Nov-2021,"INR 270,135.6",60.0,Rajesh Thakur,15-Nov-2021 02:54 PM,2021_MC_51611_2.pdf (317.00 KB),AOC,EE,Internal,AGM SJPNL AO,Rajesh Thakur,15-Nov-2021 02:53 PM,finsummary_77124.pdf (294.94 KB),1,233432,Bhagat Singh,01-Sep-2021 02:05 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,Technical,BOS,Gopesh Behl,18-Sep-2021 03:40 PM,technical_77124.pdf,1.0,233928.0,SANJAY SHARMA,INR,"270,135",Municipal Corporation Shimla,2021_MC_51611_2,2332Dated11082021,Restoration of rain damages on road from Ambedkar Chowk to AIR ward No 4 (SH Construction of Retaining wall near C J Residence,EE,Internal,AGM SJPNL AO,Rajesh Thakur,20-Sep-2021 10:20 AM,20-Sep-2021 10:25 AM,techsummary_77124.pdf (5078.58 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,233962,BILAL AHMED BUTT,04-Sep-2021 09:59 AM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,233677,KAPIL SHARMA,03-Sep-2021 12:54 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy of tender document i.e. e procurement notice, Performa and Form MW-7 duly signed",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,234145,KHOOB CHAND,04-Sep-2021 02:56 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Schedule of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,233993,Manjeeta Devi,03-Sep-2021 11:44 PM,Rejected-Technical,Document not submitted hence rejected,20-Sep-2021 10:20 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,233996,Om Prakash,03-Sep-2021 11:24 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,233664,SANDEEP CHAUHAN,02-Sep-2021 02:29 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,233928,SANJAY SHARMA,03-Sep-2021 04:02 PM,Accepted-AOC,Accepted due to lowest rates,15-Nov-2021 02:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,234181,SANTOSH KUMAR,04-Sep-2021 04:09 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,234067,VIJAY KUMAR SHARMA,04-Sep-2021 12:42 PM,Rejected-Finance,Rejected,15-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
