Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"2,000",EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",PWD,MDII-TENDER,2021_PWD_47620_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,19-May-2021 05:00 PM,03-Jun-2021 11:30 AM,19-May-2021 05:00 PM,03-Jun-2021 10:00 AM,NA ,NA ,19-May-2021 05:00 PM,03-Jun-2021 10:00 AM,08-Jun-2021 04:15 PM,"90,000",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,C/O NH-70 to village Satahan km 0/00 to 2/00 under Nabard Distt.Mandi HP MLA Priority 2017-18,"ROFD 5/7 mtr wide R/walls,dumping sites,CD works and unlined surface drain etc)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,365.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,AOC,Finance,Bid opening Summary,Suresh Kumar Dhiman,21-Jun-2021 12:11 PM,finance_71443.pdf,BOQ Comparative Chart,1.0,214614.0,VIJAY KUMAR,INR,"3,888,062.75",1.0,214563.0,Balwant SIngh Thakur,02-Jun-2021 11:34 AM,Rejected-Finance,L2,21-Jun-2021 12:17 PM,Technical,Technical bid summary,Suresh Kumar Dhiman,08-Jun-2021 03:58 PM,technical_71443.pdf,PWD,2021_PWD_47620_1,MDII-TENDER,C/O NH-70 to village Satahan km 0/00 to 2/00 under Nabard Distt.Mandi HP MLA Priority 2017-18,Er Suresh kr Dhiman EE,Internal,Sr DAO HDM Supdt AE,Suresh Kumar Dhiman,08-Jun-2021 04:14 PM,08-Jun-2021 04:15 PM,techsummary_71443.pdf (555.15 KB),ER S K DHIMAN,Internal,,Suresh Kumar Dhiman,21-Jun-2021 12:17 PM,finsummary_71443.pdf (169.29 KB),12-Nov-2021,"INR 3,888,062.75",365.0,Suresh Kumar Dhiman,12-Nov-2021 04:24 PM,SATAHAN.pdf (341.00 KB),AOC
,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,214497.0,BHARAT BHUSHAN,02-Jun-2021 03:44 PM,Rejected-Finance,L3,21-Jun-2021 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,214172.0,GIRDHARI LAL,02-Jun-2021 06:30 PM,Rejected-Technical,bid non responsive and disqualified,08-Jun-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,GST(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,214631.0,Gopal Singh Thakur,02-Jun-2021 04:22 PM,Rejected-Technical,bid non responsive and disqualified,08-Jun-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,214599.0,GULZARI LAL,02-Jun-2021 02:36 PM,Rejected-Technical,bid non responsive and disqualified,08-Jun-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,214482.0,narinder bali,01-Jun-2021 04:41 PM,Rejected-Technical,bid non responsive and disqualified,08-Jun-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7), FORM OF BID FOR Part 1 of the bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,214614.0,VIJAY KUMAR,03-Jun-2021 08:49 AM,Accepted-AOC,L1,12-Nov-2021 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,214673.0,yudhbir infrastructure private limited,03-Jun-2021 07:34 AM,Rejected-Technical,bid non responsive and disqualified,08-Jun-2021 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
