Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 2326-2406 dt 20-5-2021,2021_HPIPH_47691_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,21-May-2021 05:00 PM,29-May-2021 11:30 AM,21-May-2021 05:00 PM,29-May-2021 11:00 AM,NA ,NA ,21-May-2021 05:00 PM,29-May-2021 11:00 AM,04-Jun-2021 11:00 AM,"21,600",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,1.0,ICICI BANK,Improvement and Augmentation of LWSS Nar Noti under JJM in GP Kotla Mollar in Tehsil Nahan Distt. Sirmour,Supply and errection of centrifugal pumping machinery with allied accessories) under JJM,Please refer Tender documents. ,NA ,,Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAo EE,Mandeep Gupta,04-Jun-2021 10:56 AM,04-Jun-2021 11:00 AM,techsummary_71560.pdf (100.35 KB),1.0,213879.0,HYDRAULIC ENGINEERING COMPANY,27-May-2021 07:48 PM,Rejected-Finance,Reject,18-Nov-2021 05:50 PM,18-Nov-2021,"INR 1,080,000",90.0,Ashish Rana,18-Nov-2021 05:51 PM,AOC.pdf (669.00 KB),Award to Contrator,Finance,Financial Bid Opening Summary,Mandeep Gupta,04-Jun-2021 01:19 PM,finance_71560.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Mandeep Gupta,04-Jun-2021 10:53 AM,technical_71560.pdf,Er Ashish Rana EE,Internal,TA Supdt HDm DAo EE,Ashish Rana,18-Nov-2021 05:50 PM,finsummary_71560.pdf (668.68 KB),1.0,214066.0,shiv iron general engineers,INR,"2,474,000","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_47691_2,NHN-SMR00-722- 2326-2406 dt 20-5-2021,Improvement and Augmentation of LWSS Nar Noti under JJM in GP Kotla Mollar in Tehsil Nahan Distt. Sirmour,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of TEnder Form as mentioned in NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,214179.0,puneet angra,29-May-2021 10:53 AM,Rejected-Finance,Reject,18-Nov-2021 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HP JSV as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,214066.0,shiv iron general engineers,29-May-2021 10:22 AM,Accepted-AOC,AOC,18-Nov-2021 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,214134.0,Thakur Traders,28-May-2021 02:10 PM,Rejected-Finance,Reject,18-Nov-2021 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking carefully study all terms and condition as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership/subdealership of offered Pumping machinery as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of curve chart alongwith selection of pumps and motors as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
