Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
23-Aug-2021 10:00 AM,31-Aug-2021 11:00 AM,23-Aug-2021 10:30 AM,31-Aug-2021 09:00 AM,NA ,NA ,23-Aug-2021 10:30 AM,31-Aug-2021 09:00 AM,30-Sep-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,1.0,ICICI BANK,"37,200",No,fixed,,Nil,Nil,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,Nil,Nil,No,PWD,"Job 7 Construction of Boundary wall, waiting area",2021_PWD_51488_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Job 7 Construction of Boundary wall, waiting area and Providing and Laying interlocking paver block etc. at PHC Dehlan Distt. Una Deposit Work","Job 7 Construction of Boundary wall, waiting area and Providing and Laying interlocking paver block etc. at PHC Dehlan Distt. Una Deposit Work",Please refer to Bidding Documents ,NA ,"19,74,858",Civil Works - Buildings,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Arvind Chaudhary,25-Sep-2021 03:08 PM,30-Sep-2021 11:00 AM,techsummary_76956.pdf (1399.40 KB),PWD,2021_PWD_51488_1,"Job 7 Construction of Boundary wall, waiting area","Job 7 Construction of Boundary wall, waiting area and Providing and Laying interlocking paver block etc. at PHC Dehlan Distt. Una Deposit Work",23-Nov-2021,"INR 2,167,497",60.0,Rajesh Kumar,25-Nov-2021 11:20 AM,Awardletter.pdf (1133.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Rajesh Kumar,04-Oct-2021 06:15 PM,finsummary_76956.pdf (565.65 KB),1.0,232803.0,aman kumar,29-Aug-2021 05:22 PM,Rejected-Technical,As per evaluation Bids,25-Sep-2021 03:08 PM,Technical,BidsList,Rajesh Kumar,01-Sep-2021 02:34 PM,technical_76956.pdf,1.0,232639.0,varun kumar,INR,"2,167,497",Finance,FinancialBids,Rajesh Kumar,04-Oct-2021 04:55 PM,finance_76956.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,.pdf,Earnest Money through online,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,232570.0,AMAN KUMAR SHARMA GOVT CONTRACTOR,29-Aug-2021 04:06 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,232828.0,Arpit Prashar,30-Aug-2021 03:12 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,232896.0,MAHESH ANGRA,30-Aug-2021 08:51 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,E.P.F. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,232539.0,RAKESH SINGH,28-Aug-2021 07:03 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,233030.0,Satish Kumar,31-Aug-2021 07:07 AM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,232790.0,Satyam Yungant,30-Aug-2021 11:31 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,An undertaking of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,232639.0,varun kumar,30-Aug-2021 02:56 PM,Accepted-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,An undertaking of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9.0,232953.0,Varun Puri govt. Contractor,30-Aug-2021 05:26 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,An undertaking that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10.0,232801.0,VASHISHT CONTRACTOR,29-Aug-2021 05:28 PM,Rejected-AOC,ok,25-Nov-2021 11:20 AM,,,,,,,,,,,,,,,,,AOC
