Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,1.0,ICICI BANK,21-Jun-2021 02:00 PM,29-Jun-2021 11:30 AM,21-Jun-2021 02:00 PM,29-Jun-2021 11:00 AM,NA ,NA ,21-Jun-2021 02:30 PM,29-Jun-2021 11:00 AM,13-Jul-2021 11:30 AM,Providing and laying Type-III (6-8mm thick) Micro-Surfacing layer on Hamirpur Sujanpur Thural Maranda road (MDR-86) in Km 55/0 to 57/0 and Bhawarna to Khaira Alampur road in Km 0/0 to 1/0 and 11/0 to 12/0 during the year 2021-22 in the state of HP,"Providing and laying, micro-surfacing layer",Please refer Tender documents. ,NA ,"81,19,200",Civil Works - Roads,NA ,Tender,120.0,180.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,PWD,NIT NO.2523-82 DT.11-05-2021,2021_PWD_48851_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,14,000",No,fixed,,Nil,Nil,AOC,Sh Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Dayal Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,13-Jul-2021 11:09 AM,13-Jul-2021 11:30 AM,techsummary_73213.pdf (1058.87 KB),PWD,2021_PWD_48851_1,NIT NO.2523-82 DT.11-05-2021,Providing and laying Type-III (6-8mm thick) Micro-Surfacing layer on Hamirpur Sujanpur Thural Maranda road (MDR-86) in Km 55/0 to 57/0 and Bhawarna to Khaira Alampur road in Km 0/0 to 1/0 and 11/0 to 12/0 during the year 2021-22 in the state of HP,24-Nov-2021,"INR 5,400,000",180.0,Manish Sehgal,24-Nov-2021 02:13 PM,AOC.pdf (857.00 KB),AOC,Sh Manish Sehgal,Internal,,Manish Sehgal,24-Nov-2021 02:11 PM,finsummary_73213.pdf (514.13 KB),1.0,220092.0,MSC Roads and Bridges Private Limited,29-Jun-2021 09:40 AM,Rejected-Finance,Bidder Rank-L2,24-Nov-2021 02:11 PM,Technical,Bid Opening Summary,Manish Sehgal,13-Jul-2021 10:35 AM,technical_73213.pdf,1.0,219430.0,M/S R.R.Builders,INR,"5,400,000",Finance,SUMMARY,Manish Sehgal,24-Nov-2021 01:17 PM,finance_73213.pdf,BOQ Comparative Chart,AOC
,,,,,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,219430.0,M/S R.R.Builders,29-Jun-2021 10:42 AM,Accepted-AOC,Bidder Rank-L1,24-Nov-2021 02:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Contractor registration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,220047.0,M/s Satish Kumar Sharma,28-Jun-2021 08:56 PM,Rejected-Finance,Bidder Rank-L3,24-Nov-2021 02:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,GST registration and PAN Copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,219024.0,S.S.Chauhans Construction Private Limted,28-Jun-2021 05:27 PM,Rejected-Finance,Bidder Rank-L4,24-Nov-2021 02:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,219760.0,VP SHARMA,28-Jun-2021 04:33 PM,Rejected-Finance,Bidder Rank-L5,24-Nov-2021 02:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Employee Provident Fund (EPF) Registration number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
