Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Two bidder have been participated in the e tender process documents of all bidders downloaded successfully.,Rakesh Kumar,13-Sep-2021 11:39 AM,technical_77686.pdf,Finance,BOQ of all bidders downloaded and boq comparative chart generated successfully.,Rakesh Kumar,24-Sep-2021 11:10 AM,finance_77686.pdf,BOQ Comparative Chart,25-Nov-2021,"INR 35,284,123",120.0,Rakesh Kumar,29-Nov-2021 01:00 PM,Awardletter.pdf (6311.00 KB),"The work has been awarded to M/S Tecno Sales Govt Contractor R/O House No. 1221 Sector 19-B, Chandigarh",1.0,235415.0,MS Kamal Dev Sharma,12-Sep-2021 10:33 AM,Accepted-AOC,Accepted,29-Nov-2021 01:00 PM,Er. Rakesh Kumar Vaidya Executive Engineer,Internal,"Sh Bala Ram Thakur Superintendent Gr-II, , Sh Sanjay Kumar Shah DAO Gr-I ,Sh. Rakesh Kumar DHD ,Sh Ravinder Kishore Senior Assistant",Rakesh Kumar,23-Sep-2021 04:44 PM,23-Sep-2021 04:45 PM,techsummary_77686.pdf (835.26 KB),"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP",2021_HPIPH_51984_1,BLP-BLP00-736 NIT No. 12281-382 dt. 06-09-2021,"Providing Medium Lift Irrigation project to Changer area from Anandpur Hydel Channel in Tehsil Shri Naina Devi Ji District Bilaspur HP (SH Providing , laying, dismantling and shifting of MS pipe of various dia 700mm dia ,400mm dia and 350 mm dia enco",1.0,235367.0,Tecno sales,INR,"35,284,123",Er. Rakesh Kumar Vaidya Executive Engineer,Internal,"Sh Bala Ram Thakur Superintendent Gr-II, , Sh Sanjay Kumar Shah DAO Gr-I ,Sh. Rakesh Kumar DHD ,Sh Ravinder Kishore Senior Assistant",Rakesh Kumar,24-Sep-2021 11:12 AM,finsummary_77686.pdf (94.05 KB),AOC,Executive Engineer,Jal Shakti Division Bilaspur,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form proof,1.0,ICICI BANK,"2,500",EE Jal Shakti Division Bilaspur,Jal Shakti Division Bilaspur,Yes,06-Sep-2021 05:00 PM,13-Sep-2021 11:30 AM,06-Sep-2021 05:00 PM,13-Sep-2021 11:00 AM,06-Sep-2021 05:00 PM ,12-Sep-2021 05:00 PM ,06-Sep-2021 05:00 PM,13-Sep-2021 11:00 AM,23-Sep-2021 04:45 PM,"Providing Medium Lift Irrigation project to Changer area from Anandpur Hydel Channel in Tehsil Shri Naina Devi Ji District Bilaspur HP (SH Providing , laying, dismantling and shifting of MS pipe of various dia 700mm dia ,400mm dia and 350 mm dia enco","Providing Medium Lift Irrigation project to Changer area from Anandpur Hydel Channel in Tehsil Shri Naina Devi Ji District Bilaspur HP (SH Providing , laying, dismantling and shifting of MS pipe of various dia 700mm dia ,400mm dia and 350 mm dia enco",Please refer tender documents ,NA ,,Pipe Laying Works,NA ,Tender,120.0,120.0,Under JSV S/Division Bassi,174001.0,NA ,NA ,NA ,Jal Shakti Division Bilaspur,No ,No,"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP",BLP-BLP00-736 NIT No. 12281-382 dt. 06-09-2021,2021_HPIPH_51984_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"3,28,100",No,fixed,,EE Jal Shakti Division Bilaspur,Jal Shakti Division Bilaspur,AOC
,,,,,,,,,,,,,,,,,,2.0,235367.0,Tecno sales,11-Sep-2021 03:50 PM,Accepted-AOC,Accepted,29-Nov-2021 01:00 PM,,,,,,,,,,,,2.0,235415.0,MS Kamal Dev Sharma,INR,0,,,,,,,AOC,,,,,.pdf,Earnest money proof scan copy of EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central Govt. departme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of Certificate of EPF registration. If not registered then the successful bidder should get reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Annual Turnover of last three years i.e. 2018-19 to 2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,"PAN (Permanent Account No.), GST registration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized by t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,A scanned copy of undertaking (as per FormPWD6 and PWD8) that I have carefully studied all the terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
