S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1,218381,DHARMENDER VERMA,21-Jun-2021 05:22 PM,Rejected-Finance,Not Found Lowest,20-Nov-2021 02:49 PM,Executive Engineer JS Division Paonta Sahib,Internal,"Tender Assistant, Supdt. Gr-II, Div Head Draughtsman, Div. Accounts Officer",Jagbir Singh Verma,10-Aug-2021 12:30 PM,10-Aug-2021 12:35 PM,techsummary_72615.pdf (843.58 KB),Technical,Technical Bid Opening Summary,Jagbir Singh Verma,10-Aug-2021 12:26 PM,technical_72615.pdf,Finance,Financial Bid Opening Summary,Jagbir Singh Verma,11-Aug-2021 04:14 PM,finance_72615.pdf,BOQ Comparative Chart,20-Nov-2021,"INR 9,185,266",180.0,Jagbir Singh Verma,20-Nov-2021 02:53 PM,AwardToVinaySharma2021_HPIPH48439_2.pdf (983.00 KB),Award to Contractor,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Paonta,Irrigation and Public Health,HP",2021_HPIPH_48439_2,PNT-SMR02-720 No. 3269-3368 Dated 08/06/2021,Channelization of Bata River from RD 10230 to 19700 mtr in Tehsil Paonta Sahib District Sirmour HP,1.0,219099.0,viney sharma,INR,"5,183,316","Superintending Engineer JS Circle, Nahan",Internal,"Supdt (WS), CHD, AE(D), EE(D), EE(Paonta Sahib)",Jagbir Singh Verma,20-Nov-2021 02:49 PM,finsummary_72615.pdf (2778.01 KB),AOC,Channelization of Bata River from RD 10230 to 19700 mtr in Tehsil Paonta Sahib District Sirmour HP,Construction of embankment from RD 16800 to 16950 and 30 mtr bank of Khala and co wire crate in Kundion Khala,Please refer to tender documents ,NA ,"91,85,266",Civil Works,NA ,Tender,120.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,JS Division Paonta Sahib,No ,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Paonta,Irrigation and Public Health,HP",PNT-SMR02-720 No. 3269-3368 Dated 08/06/2021,2021_HPIPH_48439_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,Jal Shakti Division Paonta Sahib,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender as per Tender Documents,1.0,ICICI BANK,12-Jun-2021 09:00 AM,25-Jun-2021 12:30 PM,12-Jun-2021 09:00 AM,25-Jun-2021 11:00 AM,12-Jun-2021 09:00 AM ,25-Jun-2021 11:00 AM ,12-Jun-2021 09:00 AM,25-Jun-2021 11:00 AM,10-Aug-2021 12:35 PM,800.0,EE JS Division Paonta Sahib,Paonta Sahib,No,"1,24,360",Yes,fixed,,EE JS Division Paonta Sahib,Paonta Sahib,1.0,Corrigendum due to change in unit of item no 7,Date,,AOC
2,219070,Golden Associates,24-Jun-2021 05:37 PM,Not Admitted-Fee/PreQual/Technical,"Others-Work Done Certificate of similar nature work has not been uploaded by the contractor in online tender, as per NIT conditions.",10-Aug-2021 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest Money as per tender documents, In case of EMD exemption, attach affidavit for not exhausted",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,219084,H. C. Bansal Engg. & Contt.,24-Jun-2021 06:27 PM,Not Admitted-Fee/PreQual/Technical,"Others-Work Done Certificate of similar nature work has not been uploaded by the contractor in online tender, as per NIT conditions.",10-Aug-2021 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN GST and EPF Registration or undertaking about EPF to be submitted before award/latest challan,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,218164,MAHOKAM SINGH,20-Jun-2021 05:57 PM,Rejected-Finance,Not Found Lowest,20-Nov-2021 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of valid and legible enlistment from HP Jal Shakti Vibhag,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,217512,Ram Pal Saini,17-Jun-2021 12:51 PM,Rejected-Finance,Not Found Lowest,20-Nov-2021 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing that contractor does not have more than two incomplete similar works and Work Done,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,219125,Rashid Ali Civil Contractor,25-Jun-2021 05:56 AM,Rejected-Finance,Not Found Lowest,20-Nov-2021 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate regarding sufficient machinery,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,219041,Sohal Pal Singh,24-Jun-2021 07:02 PM,Not Admitted-Fee/PreQual/Technical,"Others-Work Done Certificate of similar nature work has not been uploaded by the contractor in online tenders, as per NIT conditions.",10-Aug-2021 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest Income tax clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,218976,SUMESH KUMAR,24-Jun-2021 06:22 PM,Not Admitted-Fee/PreQual/Technical,"Others-Work Done Certificate of similar nature work has not been uploaded by the contractor in online tender, as per NIT conditions",10-Aug-2021 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding careful study of tender documents and will not execute work in joint venture,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,218094,Tapinder singh Saini,24-Jun-2021 01:11 PM,Rejected-Finance,Not Found Lowest,20-Nov-2021 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,219099,viney sharma,24-Jun-2021 08:12 PM,Accepted-AOC,Found Lowest,20-Nov-2021 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
