Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,500",EE Sundernagar,Sundernagar,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,Micro surfacing Type-III on MDR-76 Shimla Mandi road via Tattapani KM 135/0 to 146/0,SH Providing and laying Micro surfacing Type-III in Km 14/0 to 144/0,As per bid document ,NA ,"37,51,070",Civil Works,Tarring ,Tender,75.0,60.0,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,ICICI BANK,Executive Engineer,Executive Engineer Sunder Nagar Division HPPWD Sundernagar,31-Aug-2021 01:30 PM,10-Sep-2021 11:30 AM,31-Aug-2021 01:30 PM,09-Sep-2021 06:00 PM,NA ,NA ,31-Aug-2021 01:30 PM,09-Sep-2021 06:00 PM,14-Sep-2021 01:00 PM,"75,500",No,fixed,,EE Sundernagar,Sundernagar,PWD,PW-SNR-CB-E-Tender/21- 5356-65 dt. 19.8.2021,2021_PWD_51776_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,AOC,PWD,2021_PWD_51776_1,PW-SNR-CB-E-Tender/21- 5356-65 dt. 19.8.2021,Micro surfacing Type-III on MDR-76 Shimla Mandi road via Tattapani KM 135/0 to 146/0,Er. D.R. Chauhan Executive Engineer,Internal,"Er.Hitesh Sharma A.E. Sh. Sushil Kumar DAO Gr-I Sh. Amar Singh, HDM Sh. Rattan Lal Supdt. Gr-II.",Naresh Raj Chandel,13-Sep-2021 06:07 PM,14-Sep-2021 01:00 PM,techsummary_77411.pdf (742.36 KB),Superintending Engineer 1st Circle HPPWD Mandi,Internal,"Executive Engineer (D) 1st Circle Mandi, Executive Engineer Sundernagar, CHD, Supdt (works)",Chaman Singh,18-Nov-2021 03:35 PM,finsummary_77411.pdf (811.65 KB),18-Nov-2021,"INR 3,929,310",60.0,Chaman Singh,18-Nov-2021 03:39 PM,AOCMicroSurf.pdf (812.00 KB),AOC issued,1.0,235181.0,A.A. ENTREPRENEURS,09-Sep-2021 04:58 PM,Accepted-AOC,Being lowest,18-Nov-2021 03:39 PM,Technical,BOS,Naresh Raj Chandel,10-Sep-2021 03:01 PM,technical_77411.pdf,Finance,FBOS,Naresh Raj Chandel,17-Sep-2021 12:52 PM,finance_77411.pdf,BOQ Comparative Chart,1.0,235181.0,A.A. ENTREPRENEURS,INR,"3,929,310",AOC
,,,,2.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235184.0,S.A. ASSOCIATES,09-Sep-2021 05:08 PM,Rejected-AOC,Not found lowest,18-Nov-2021 03:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.20,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return general rules No. 16(3),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
