Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Sh Manish Sehgal,Internal,,Manish Sehgal,17-Nov-2021 03:57 PM,finsummary_52491.pdf (465.63 KB),17-Nov-2021,"INR 1,287,808",90.0,Manish Sehgal,17-Nov-2021 03:59 PM,AOC.pdf (1059.00 KB),AOC,PWD,2020_PWD_35725_1,Sidhpur Sarkari to Katharu via Duhka 0 to 1,Providing and laying Annual Surfacing (Periodic Maintenance) on Sidhpur Sarkari to Katharu via Duhka Colony and Railway Crossing road Km 0/0 to 1/0 (during the year 2020-21) of Rural roads in the state of HP,Sh Manish Sehgal,Internal,Anoop Sood AE to EE Harjeet Singh Supdt Mukesh Kumar JDM Dayal Singh Sr Asstt Manjeet Kumar Jr Asstt,Manish Sehgal,18-May-2020 02:43 PM,18-May-2020 02:50 PM,techsummary_52491.pdf (945.05 KB),Technical,Bid opening summary,Manish Sehgal,18-May-2020 02:41 PM,technical_52491.pdf,1.0,155477.0,M/s Kamala Enterprises,17-Mar-2020 09:28 PM,Rejected-Finance,Bidder Rank-L2,17-Nov-2021 03:57 PM,Finance,Summary,Manish Sehgal,17-Nov-2021 03:55 PM,finance_52491.pdf,BOQ Comparative Chart,1.0,155304.0,Sanjeev,INR,"1,229,491",AOC,PWD,Sidhpur Sarkari to Katharu via Duhka 0 to 1,2020_PWD_35725_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,04-Mar-2020 10:00 AM,18-Mar-2020 11:30 AM,04-Mar-2020 10:05 AM,18-Mar-2020 11:00 AM,NA ,NA ,04-Mar-2020 10:30 AM,18-Mar-2020 11:00 AM,18-May-2020 02:50 PM,Providing and laying Annual Surfacing (Periodic Maintenance) on Sidhpur Sarkari to Katharu via Duhka Colony and Railway Crossing road Km 0/0 to 1/0 (during the year 2020-21) of Rural roads in the state of HP,"Providing and laying Tack coat, Bituminous Concrete and C/o V-shape drain in between Km 0/0 to 1/0",Please refer Tender documents. ,NA ,"8,87,052",Civil Works - Roads,NA ,Tender,120.0,90.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form.In shape of demand draft as per SBD.,350.0,EE Bhawarna,Bhawarna,No,"17,800",No,fixed,,EE Bhawarna,Bhawarna,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,155304.0,Sanjeev,16-Mar-2020 10:50 PM,Accepted-AOC,Bidder Rank-L1,17-Nov-2021 03:59 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money in shape of FDR duly pledged in favour of Executive Engineer, Bhawarna Division, HPPWD",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (with work name) are true.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HP PWD department.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and equipment as per SBD.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the contractor.,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
