Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,HPPWD Division Dehra,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,1.0,ICICI BANK,C/O Ayurvedic Health Centre Buiulding at Shiv Nath Tehsil Dehra District Kangra HP,"Construction of building portion, including water supply and sanitary installation and rain harvesting Tank and Site Development",Please refer to tender document ,NA ,,Civil Works - Buildings,C/O Building ,Tender,75.0,90.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,PWD,EE Dehra letter No.3575-79 dated 05.08.2021,2021_PWD_51244_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,"44,000",No,fixed,,Nil,Nil,14-Aug-2021 10:00 AM,21-Aug-2021 11:30 AM,14-Aug-2021 10:00 AM,20-Aug-2021 06:00 PM,14-Aug-2021 10:00 AM ,20-Aug-2021 06:00 PM ,14-Aug-2021 10:00 AM,20-Aug-2021 06:00 PM,15-Sep-2021 11:00 AM,AOC,PWD,2021_PWD_51244_1,EE Dehra letter No.3575-79 dated 05.08.2021,C/O Ayurvedic Health Centre Buiulding at Shiv Nath Tehsil Dehra District Kangra HP,EE Dehra,Internal,AE to EE Dehra DAO Dehra Superintendent Dehra DHD Dehra,Dinesh Kumar Dhiman,14-Sep-2021 06:00 PM,15-Sep-2021 11:00 AM,techsummary_76572.pdf (366.00 KB),EE Dehra,Internal,AE to EE Dehra DHD Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,05-Oct-2021 03:28 PM,finsummary_76572.pdf (190.49 KB),03-Nov-2021,"INR 2,170,341",90.0,Dinesh Kumar Dhiman,03-Nov-2021 04:06 PM,Award-51244-1.pdf (829.00 KB),Award of work issued,1.0,230395.0,MAHINDER CHAND CHAUHAN,INR,"2,170,341",Finance,Financial bid opening summary,Dinesh Kumar Dhiman,05-Oct-2021 03:03 PM,finance_76572.pdf,BOQ Comparative Chart,1.0,230395.0,MAHINDER CHAND CHAUHAN,20-Aug-2021 12:20 PM,Accepted-AOC,Work awarded being lowest bid amount,03-Nov-2021 04:06 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,14-Sep-2021 04:35 PM,technical_76572.pdf,AOC
,,,,.pdf,Copy of valid enlistment in appropriate class as per enlistment rules 2021,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,231233.0,PARMINDER SINGH RANA,20-Aug-2021 05:14 PM,Rejected-AOC,Rejected being highest bid amount,03-Nov-2021 04:06 PM,,,,,,AOC
,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,230844.0,VISHAL DHIMAN GOVT CONTRACTOR,20-Aug-2021 12:05 PM,Rejected-AOC,Rejected being highest bid amount,03-Nov-2021 04:06 PM,,,,,,AOC
,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Aff showing the name of bid regarding correctness of documents/information furnished with the bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
