Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",1.0,corrigendum,Date,,"37,500",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee,C/O link road from village Taryambali to Chamiana via G.H. School Chamiana km. 0/0 to 0/700,"Providing and laying GSB, WMM-II and 2cm. Thick premix carpet with seal coat in km. 0/0 to 0/760",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,Tauni Devi Executive Engineer,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,1.0,ICICI BANK,31-Jul-2021 01:10 PM,11-Aug-2021 11:00 AM,31-Jul-2021 01:10 PM,11-Aug-2021 11:00 AM,NA ,NA ,31-Jul-2021 01:10 PM,11-Aug-2021 11:00 AM,10-Sep-2021 10:30 AM,PWD,No/PW/TDD/NIT/2021,2021_PWD_50334_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,AOC,20-Nov-2021,"INR 1,708,088",60.0,Arvind Lakhanpal,20-Nov-2021 01:53 PM,AnitaKumariTriamabli.pdf (123.00 KB),AOC,1.0,229175.0,ANITA KUMARI,INR,"1,708,088",EE,Internal,SUPDT/HDM/DAO,Arvind Lakhanpal,18-Sep-2021 04:14 PM,finsummary_75694.pdf (106.69 KB),PWD,2021_PWD_50334_10,No/PW/TDD/NIT/2021,C/O link road from village Taryambali to Chamiana via G.H. School Chamiana km. 0/0 to 0/700,Finance,prebid,Arvind Lakhanpal,18-Sep-2021 04:10 PM,finance_75694.pdf,BOQ Comparative Chart,EE,Internal,SUPDT/HDM/DAO,Arvind Lakhanpal,09-Sep-2021 01:12 PM,10-Sep-2021 10:30 AM,techsummary_75694.pdf (220.32 KB),Technical,summary,Arvind Lakhanpal,11-Aug-2021 11:51 AM,technical_75694.pdf,1.0,229175.0,ANITA KUMARI,11-Aug-2021 10:48 AM,Accepted-AOC,1,20-Nov-2021 01:53 PM,AOC
,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229176.0,SAJEEV KUMAR GOVT.CONTRACTOR,11-Aug-2021 10:45 AM,Rejected-AOC,2,20-Nov-2021 01:53 PM,AOC
,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229114.0,sonam soni,11-Aug-2021 09:01 AM,Rejected-Technical,Not Admitted,09-Sep-2021 01:12 PM,AOC
,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,228945.0,VINAY KUMAR,10-Aug-2021 06:45 PM,Rejected-Technical,Not Admitted,09-Sep-2021 01:12 PM,AOC
,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
