Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No.IDU-I/E-tender/20-2094-2123 dt 22-06-20,2020_HPIPH_38278_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti department,"35,282",Yes,fixed,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,"C/O LIS Polian ( Nr Tobba) , Jongpur, Dhilwan, Bathu, Baliwal, Panjawar ( Gujrera) Polian Janni in Distt Una ( H.P.) C/O LIS Maluwal,( Polian) Jongpur, Bathu, ( Basti) Baliwal, Panjawar ( Moh Gujrera) , Janni, haroli ( Nr Police Chowki)","SH P/L of Distribution system i/c C/O Out Lets, D/tanks for LIS at Janni",as per NIT  ,NA ,"18,52,127",Civil Works,NA ,Rate Contract,120.0,180.0,LIS at Janni,174301.0,NA ,NA ,NA ,Una HP,No ,No,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,400.0,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,Yes,22-Jun-2020 03:00 PM,08-Jul-2020 11:00 AM,22-Jun-2020 03:00 PM,07-Jul-2020 05:00 PM,22-Jun-2020 03:00 PM ,07-Jul-2020 05:00 PM ,22-Jun-2020 03:00 PM,07-Jul-2020 05:00 PM,08-Jul-2020 05:05 PM,AOC,-,Internal,--,Naresh Dhiman,30-Nov-2021 03:24 PM,finsummary_56536.pdf (163.62 KB),1.0,165960.0,Lalit Joshi,INR,"1,104,809.76","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2020_HPIPH_38278_1,No.IDU-I/E-tender/20-2094-2123 dt 22-06-20,"C/O LIS Polian ( Nr Tobba) , Jongpur, Dhilwan, Bathu, Baliwal, Panjawar ( Gujrera) Polian Janni in Distt Una ( H.P.) C/O LIS Maluwal,( Polian) Jongpur, Bathu, ( Basti) Baliwal, Panjawar ( Moh Gujrera) , Janni, haroli ( Nr Police Chowki)",Technical,Bid opening summary attached,Naresh Dhiman,08-Jul-2020 04:59 PM,technical_56536.pdf,Finance,Summary attached,Naresh Dhiman,08-Jul-2020 06:40 PM,finance_56536.pdf,BOQ Comparative Chart,30-Nov-2021,"INR 1,104,809.76",180.0,Naresh Dhiman,30-Nov-2021 03:26 PM,AOC.pdf (164.00 KB),AOC,1,166065,abhishek khajanchi,07-Jul-2020 11:07 AM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,-,Internal,-,Naresh Dhiman,08-Jul-2020 05:01 PM,08-Jul-2020 05:05 PM,techsummary_56536.pdf (115.55 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,166104,AJAY THAKUR,06-Jul-2020 06:27 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,166304,Ankush Dhiman,07-Jul-2020 02:07 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Latest Income tax return GST number EPF number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,166185,Chetan Chabba,06-Jul-2020 05:37 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,work done certificate and undertaking regarding he has executed work two or more work under divn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,166134,Davinder Kumar,06-Jul-2020 02:37 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,EMD exemption certificate if exempted and affidavit of non exhaustion in case of exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,165960,Lalit Joshi,07-Jul-2020 01:03 PM,Accepted-AOC,Found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,165971,NARESH KUMAR,07-Jul-2020 12:28 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,166095,NARINDER KUMAR GOVT CONTRACTOR,06-Jul-2020 11:51 AM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,166150,RAKESH KUMAR,06-Jul-2020 03:24 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,166067,Ram Pal Sharma,07-Jul-2020 12:30 PM,Rejected-AOC,Not found L-1,30-Nov-2021 03:26 PM,,,,,,,,AOC
