EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"15,500",No,fixed,,Nil,Nil,01-Sep-2021 06:00 PM,10-Sep-2021 11:30 AM,01-Sep-2021 06:00 PM,09-Sep-2021 06:00 PM,01-Sep-2021 06:00 PM ,06-Sep-2021 05:00 PM ,01-Sep-2021 06:00 PM,09-Sep-2021 06:00 PM,27-Sep-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,350.0,Nil,Nil,No,Executive Engineer,HPPWD Division Dehra,C/O Link road Govt. Sr. Sec. School Ghallour to Village Daroli,P/L CCP at RD 0/0 to 3/0)OTMNP,Please refer to tender document ,NA ,,Civil Works,Road work ,Tender,75.0,60.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,1.0,ICICI BANK,PWD,EE Dehra letter No.4152-56 dated 18.08.2021,2021_PWD_51791_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,234666.0,Sudhir Sharma,INR,"911,775",28-Nov-2021,"INR 911,775",60.0,Dinesh Kumar Dhiman,28-Nov-2021 04:53 PM,Award-51791-11.pdf (640.00 KB),Award of work issued,PWD,2021_PWD_51791_11,EE Dehra letter No.4152-56 dated 18.08.2021,C/O Link road Govt. Sr. Sec. School Ghallour to Village Daroli,EE Dehra,Internal,Ae to EE Dehra DAO Dehra Superintendent Dehra DHD Dehra,Dinesh Kumar Dhiman,08-Oct-2021 03:30 PM,finsummary_77456.pdf (190.36 KB),Finance,Financial bid opening summary,Dinesh Kumar Dhiman,06-Oct-2021 12:11 PM,finance_77456.pdf,BOQ Comparative Chart,1.0,235132.0,DEEPAK SOOD,09-Sep-2021 04:30 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 04:53 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,25-Sep-2021 09:08 AM,technical_77456.pdf,EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,25-Sep-2021 06:25 PM,27-Sep-2021 11:00 AM,techsummary_77456.pdf (388.56 KB),AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of valid enlistment in appropriate class as per enlistment rules 2021,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235179.0,Deep kumar Govt. Contractor,09-Sep-2021 05:24 PM,Rejected-Technical,Non Responsive,25-Sep-2021 06:25 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,235065.0,Manoj Kumar Cont,09-Sep-2021 03:10 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 04:53 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,234957.0,RAJNI KANT,08-Sep-2021 03:30 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 04:53 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Aff showing the name of bid regarding correctness of documents/information furnished with the bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,235069.0,shri chand,09-Sep-2021 01:25 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 04:53 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,234666.0,Sudhir Sharma,08-Sep-2021 07:01 PM,Accepted-AOC,work awarded being lowest bid amount,28-Nov-2021 04:53 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
