Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
13-Aug-2021 10:00 AM,21-Aug-2021 11:30 AM,13-Aug-2021 10:00 AM,20-Aug-2021 06:00 PM,13-Aug-2021 10:00 AM ,20-Aug-2021 06:00 PM ,13-Aug-2021 10:00 AM,20-Aug-2021 06:00 PM,16-Sep-2021 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,C/O Link road to Village Matyal GP Kathog Km. 0/0 to 2/500,"C/O Formation cutting at saRD 2/0 to 2/600 and 900mm dia HP culvert 0/260, 0/870, 1/020 and GSB at RD 1/0 to 2/0, G-II at RD 1/0 to 1/750, 2/0 to 2/250, P/L CCP at RD 1/750 to 2/0) OTMNP",Please refer to tender document ,NA ,,Civil Works,Repair of road ,Tender,75.0,90.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,"32,400",No,fixed,,Nil,Nil,PWD,EE Dehra letter No.3575-79 dated 05.08.2021,2021_PWD_51133_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Executive Engineer,HPPWD Division Dehra,1.0,ICICI BANK,AOC,1.0,230882.0,nekmohammad,20-Aug-2021 04:24 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 05:12 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,14-Sep-2021 04:47 PM,technical_76433.pdf,1.0,231098.0,Sudhir Sharma,INR,"1,875,518",Finance,Financial bid opening summary,Dinesh Kumar Dhiman,05-Oct-2021 03:08 PM,finance_76433.pdf,BOQ Comparative Chart,EE Dehra,Internal,AE to EE Dehra DAO Dehra Superintendent Dehra DHD Dehra,Dinesh Kumar Dhiman,15-Sep-2021 06:52 PM,16-Sep-2021 11:00 AM,techsummary_76433.pdf (318.44 KB),PWD,2021_PWD_51133_4,EE Dehra letter No.3575-79 dated 05.08.2021,C/O Link road to Village Matyal GP Kathog Km. 0/0 to 2/500,28-Nov-2021,"INR 1,875,518",90.0,Dinesh Kumar Dhiman,28-Nov-2021 05:12 PM,Award-51133-4.pdf (645.00 KB),Award of work issued,EE Dehra,Internal,AE to EE Dehra DHD Dehra DAO Dehra Superintendent Dehra,Dinesh Kumar Dhiman,05-Oct-2021 03:48 PM,finsummary_76433.pdf (197.89 KB),AOC
,,,,,,,,,,,.pdf,Copy of valid enlistment in appropriate class as per enlistment rules 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,230871.0,RAJNI KANT,19-Aug-2021 12:03 PM,Rejected-Technical,Non Responsive,15-Sep-2021 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,230950.0,shri chand,20-Aug-2021 01:31 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,231098.0,Sudhir Sharma,20-Aug-2021 03:48 PM,Accepted-AOC,work awarded being lowest bid amount,28-Nov-2021 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Aff showing the name of bid regarding correctness of documents/information furnished with the bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,231095.0,Suresh Rana,20-Aug-2021 11:26 AM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
