Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,000",Nil,Nil,No,1.0,Corrigendum,Other,,"FIXATION OF PROCUREMENT PRICE OF BIO INPUTS, NPOP STANDARD FOR THE YEAR 2020-21","FIXATION OF PROCUREMENT PRICE OF BIO INPUTS, NPOP STANDARD FOR THE YEAR 2020-21",Please refer Tender documents. ,NA ,0.0,Bio Fertiliser Production Unit,NA ,Tender,365.0,NA ,Guwahati,781022.0,NA ,NA ,NA ,Directorate of Horticulture and Food Processing,No ,No,Directorate of Horticulture Assam,HORT.FP/04/EOI/BIOINPUT/ MOVCD/511(B)/2017-18/337,2020_DHA_19727_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,23-Dec-2020 11:00 AM,06-Jan-2021 12:00 PM,23-Dec-2020 11:00 AM,05-Jan-2021 05:00 PM,NA ,NA ,28-Dec-2020 02:00 PM,05-Jan-2021 05:00 PM,02-Jun-2021 11:00 AM,"85,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Scan Copy of Technical Qualification Documents,1.0,SBI Bank,Director,"Directorate of Horticulture and Food Processing,Assam, Khanapara 22",AOC,1.0,101255.0,M.D. Biocoals Pvt. ltd.,INR,3780000.0,T B Borah,Internal,,BAKUL CHANDRA SAIKIA,31-May-2021 12:36 PM,02-Jun-2021 11:00 AM,techsummary_30578.pdf (262.24 KB),07-Sep-2021,INR 2.02997E+7,30.0,BAKUL CHANDRA SAIKIA,11-Nov-2021 03:33 PM,INDENT_BIOINPUT.pdf (5913.00 KB),Directorate of Horticulture Assam,2020_DHA_19727_1,HORT.FP/04/EOI/BIOINPUT/ MOVCD/511(B)/2017-18/337,"FIXATION OF PROCUREMENT PRICE OF BIO INPUTS, NPOP STANDARD FOR THE YEAR 2020-21",Technical,Technical bid opened,Abdul Jalil,09-Mar-2021 11:20 AM,,Finance,All bids are accepted for financial evaluation,ARUP SARMA,03-Jun-2021 12:23 PM,,BOQ Comparative Chart,V Seshan,Internal,,BAKUL CHANDRA SAIKIA,19-Jun-2021 01:39 PM,finsummary_30578.pdf (2483.59 KB),1,101434,AGRILAND BIOTECH LTD,05-Jan-2021 03:16 PM,Rejected-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Technical Qualification Documents,,,,,AOC,2.0,101466.0,PONALAB BIOGROWTH PRIVATE LIMITED,INR,1260700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100959,Ajay Bio-Tech (India) Ltd.,05-Jan-2021 02:31 PM,Rejected-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,AOC,3.0,101539.0,GEOLIFE AGRITECH INDIA PVT. LTD.,INR,15259000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,101539,GEOLIFE AGRITECH INDIA PVT. LTD.,05-Jan-2021 04:28 PM,Accepted-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,101487,Indore Biotech Inputs and Research Pvt Ltd,05-Jan-2021 04:50 PM,Rejected-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,101500,JAIPUR BIO FERTILIZERS,05-Jan-2021 01:35 PM,Rejected-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,101324,KHANDELWAL BIOFERTILIZER,03-Jan-2021 08:49 PM,Rejected-Finance,Rejected,19-Jun-2021 01:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,101292,KHANDELWAL HERBO CHEM INDUSTRIES,05-Jan-2021 12:41 PM,Rejected-Technical,Rejected,31-May-2021 12:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,101353,K N BIOSCIENCES (INDIA) PVT LTD,05-Jan-2021 02:11 PM,Rejected-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,101525,KRISHI BIO PRODUCTS AND RESEARCH PVT LTD,05-Jan-2021 03:53 PM,Rejected-AOC,Accept,11-Nov-2021 03:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,101255,M.D. Biocoals Pvt. ltd.,04-Jan-2021 10:24 PM,Accepted-AOC,Accept,11-Nov-2021 03:33 PM,AOC
