Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
26-Jun-2021 10:00 AM,06-Jul-2021 11:30 AM,26-Jun-2021 10:00 AM,05-Jul-2021 06:00 PM,26-Jun-2021 10:00 AM ,30-Jun-2021 04:00 PM ,26-Jun-2021 10:00 AM,05-Jul-2021 06:00 PM,26-Jul-2021 10:30 AM,PWD,EE Dehra letter No.2025-30 dated 11.06.21,2021_PWD_49026_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Improvement of Black spot on Jawalamukhi Khundian Thural Palampur road Km. 0/0 to 7/0,"Construction of Cement concrete pavement at RD 6/200 to 6/270, 6/670 to 6/770 and 6/800 to 6/900 and PCC drain with edge wall at RD 6/800 to 6/900",Please refer to tender documents ,NA ,,Civil Works - Roads,Repair of road ,Tender,75.0,90.0,Surani,176031.0,NA ,NA ,NA ,Dehra,No ,No,500.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,Exerutive Engineer,Dehra Division HPPWD Division Dehra,"26,900",No,fixed,,Nil,Nil,AOC,PWD,2021_PWD_49026_8,EE Dehra letter No.2025-30 dated 11.06.21,Improvement of Black spot on Jawalamukhi Khundian Thural Palampur road Km. 0/0 to 7/0,Er Dinesh Kumar Dhiman EE,Internal,Er Raghubir Singh AE to EE Sh Dalip Jha DAO Sh Rajneesh Kumar Superintendent Smt Sushma Sharma DHD,Dinesh Kumar Dhiman,25-Jul-2021 02:35 PM,26-Jul-2021 10:30 AM,techsummary_73468.pdf (361.35 KB),Er Dinesh Kumar Dhiman EE,Internal,Er Raghubir Singh AE to EE Sh Dalip Jha DAO Sh Rajneesh Kumar Superintendent Smt Sushma Sharma DHD,Dinesh Kumar Dhiman,15-Aug-2021 01:43 PM,finsummary_73468.pdf (202.54 KB),28-Nov-2021,"INR 1,346,840",90.0,Dinesh Kumar Dhiman,28-Nov-2021 04:40 PM,Award-49026-8.pdf (698.00 KB),Award of work issued,1.0,221276.0,SANJAY KUMAR,INR,"1,346,840",Finance,Financial bid opening,Dinesh Kumar Dhiman,15-Aug-2021 01:41 PM,finance_73468.pdf,BOQ Comparative Chart,1.0,221212.0,Gopal Chand,05-Jul-2021 05:55 PM,Rejected-Technical,Non responsive,25-Jul-2021 02:35 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,25-Jul-2021 01:55 PM,technical_73468.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Copy of valid enlistment in appropriate class,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,221099.0,nekmohammad,05-Jul-2021 04:10 PM,Rejected-AOC,Rejected being highest bid amount,28-Nov-2021 04:40 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,221276.0,SANJAY KUMAR,05-Jul-2021 04:45 PM,Accepted-AOC,Work awarded being lowest bid amount,28-Nov-2021 04:40 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the name of bid regarding all the documents/information furnished with the bid are,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF and Miscellaneous Provision Act 1952,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
