EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"69,050",No,fixed,,Nil,Nil,PWD,PWD- Civil-5121-5150-Tanda,2021_PWD_51329_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,17-Aug-2021 12:20 PM,28-Aug-2021 11:30 AM,17-Aug-2021 12:20 PM,28-Aug-2021 11:00 AM,NA ,NA ,18-Aug-2021 12:20 PM,28-Aug-2021 11:00 AM,04-Sep-2021 11:00 AM,Executive Engineer,O/o Executive Engineer HP PWD Division Tanda,"2,000",Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender Form,"Special repair to Civil Hospital at Nagrota Bagwan Distt Kangra (HP) (Sh-Providing and laying tile flooring, Aluminium work, other Civil work including water supply and sanitary installation etc)","Special repair to Civil Hospital at Nagrota Bagwan Distt Kangra (HP) (Sh-Providing and laying tile flooring, Aluminium work, other Civil work including water supply and sanitary installation etc)",Please refer Tender documents. ,NA ,"41,02,937",Civil Works - Buildings,NA ,Tender,120.0,120.0,Tanda,176002.0,NA ,NA ,NA ,O/o Executive Engineer HP PWD Division Tanda,No ,No,1.0,ICICI BANK,AOC,1.0,232496.0,ARIT SOOD,27-Aug-2021 12:06 PM,Rejected-Finance,Lowest 3,17-Sep-2021 03:17 PM,1.0,Corrigendum,Corrigendum,02-Sep-2021 12:51 PM,Corrigendum.pdf ,227.99,Technical Opening,Technical,Sum,Suresh Kumar Walia,03-Sep-2021 01:48 PM,technical_76719.pdf,1.0,232308.0,Neeraj,INR,"4,093,303",Finance,Sum,Ankit Kumar,17-Sep-2021 03:14 PM,finance_76719.pdf,BOQ Comparative Chart,PWD,2021_PWD_51329_1,PWD- Civil-5121-5150-Tanda,"Special repair to Civil Hospital at Nagrota Bagwan Distt Kangra (HP) (Sh-Providing and laying tile flooring, Aluminium work, other Civil work including water supply and sanitary installation etc)",Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,03-Sep-2021 01:50 PM,04-Sep-2021 11:00 AM,techsummary_76719.pdf (810.47 KB),Dr Suresh Kumar Walia,Internal,Er Surinder AE Pankaj Rana Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Ankit Kumar,17-Sep-2021 03:17 PM,finsummary_76719.pdf (191.04 KB),11-Nov-2021,"INR 4,102,937",120.0,Suresh Kumar Walia,16-Nov-2021 04:27 PM,Award1.pdf (1896.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,231918.0,Harbhajan singh,27-Aug-2021 04:02 PM,Rejected-Finance,Lowest 4,17-Sep-2021 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,AOC,3.0,232308.0,Neeraj,26-Aug-2021 10:48 AM,Accepted-AOC,Award,16-Nov-2021 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,AOC,4.0,232205.0,Ranju Bala Sood,27-Aug-2021 03:56 PM,Rejected-Finance,Lowest 2,17-Sep-2021 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,AOC,5.0,232218.0,Shubham Kashyap,26-Aug-2021 04:12 PM,Rejected-Technical,Not Fulfill criteria,03-Sep-2021 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
