Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
National Health Mission||State Programme Management Unit - NHM,2021_NHM_21743_1,NHM 32034 34 2020 Construction NHM Part1 35,Empanelment of Architectural Firms SubSoil Investigation Agencies,ED,Internal,"ED, CC_CW, C_CW, SE, SE _Elect, DF, FA",Dipjyoti Deka,11-Nov-2021 02:18 PM,techsummary_33862.pdf (569.63 KB),ED,Internal,"CC_CW, DF, C_CW, SE, SE_Elect , FA",Dipjyoti Deka,11-Nov-2021 02:27 PM,finsummary_33862.pdf (569.62 KB),1,117954,4Line Architects,10-Jun-2021 11:56 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,Finance,TBER,Dipjyoti Deka,11-Nov-2021 02:12 PM,finance_33862.pdf,1.0,117520.0,Suresh Goel and Associates,INR,500000000.0,11-Nov-2021,INR 5.0E+8,365.0,Dipjyoti Deka,11-Nov-2021 02:36 PM,oRDER.pdf (367.00 KB),"Category A, B, C and D and SSI",AOC,National Health Mission||State Programme Management Unit - NHM,NHM 32034 34 2020 Construction NHM Part1 35,2021_NHM_21743_1,Yes,Open Tender,EOI,Services,1.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"10,000","State Health Society, Assam",Guwahati,No,Mission Director NHM Assam,"O/o Mission Director,NHM,Assam,Christanbasti,Ghy-5",Empanelment of Architectural Firms SubSoil Investigation Agencies,Empanelment of Architectural Firms SubSoil Investigation Agencies,Please refer Tender documents. ,NA ,,Consultancy,NA ,Empanelment,180.0,1095.0,NHM SHQ,781005.0,NA ,NA ,NA ,"O/o Mission Director,NHM,Assam,Christanbasti,Ghy-5",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Processing Fees,0.0,No,fixed,,Nil,Nil,25-May-2021 09:00 AM,14-Jun-2021 02:00 PM,25-May-2021 09:00 AM,10-Jun-2021 02:00 PM,NA ,NA ,25-May-2021 09:15 AM,10-Jun-2021 02:00 PM,AOC
,,,,,,,,,,,,,,,,2,117892,AKAR FOUNDATION,09-Jun-2021 01:16 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,,,,,,2.0,117759.0,HAVEN CONSULTANTS PVT. LTD.,INR,500000000.0,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EOI with all relevent documents,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,117970,ARCH EN DESIGN,10-Jun-2021 12:45 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-HARDCOPY NOT RECEVIED WITHIN TIME,11-Nov-2021 02:12 PM,,,,,,3.0,117833.0,ARCHINEER AND ASSOCIATES,INR,100000000.0,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,117833,ARCHINEER AND ASSOCIATES,08-Jun-2021 09:30 PM,Accepted-AOC,Category B,11-Nov-2021 02:36 PM,,,,,,4.0,117855.0,Mukesh & Associates,INR,500000000.0,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,117834,BUILDING WORKSHOP,08-Jun-2021 11:40 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,,,,,,5.0,117887.0,DDF Consultants Pvt Ltd,INR,500000000.0,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,117545,CP Kukreja Architects,04-Jun-2021 04:16 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,,,,,,6.0,117978.0,Relaint Foundations,INR,500000000.0,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,117887,DDF Consultants Pvt Ltd,10-Jun-2021 09:59 AM,Accepted-AOC,Category D,11-Nov-2021 02:36 PM,,,,,,7.0,117986.0,Kamakhya Engineering Solutions,INR,500000000.0,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,117759,HAVEN CONSULTANTS PVT. LTD.,07-Jun-2021 03:12 PM,Accepted-AOC,Category D,11-Nov-2021 02:36 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,117986,Kamakhya Engineering Solutions,10-Jun-2021 01:28 PM,Accepted-AOC,SSI,11-Nov-2021 02:36 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,10,117736,klimArt pvt ltd,07-Jun-2021 06:38 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,11,117903,LIVING SPACE STUDIO,10-Jun-2021 11:23 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,12,117963,LUIT VALLEY ENGINEERING PVT.LTD.,10-Jun-2021 11:01 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-TECHNICALLY NON RESPONSIVE,11-Nov-2021 02:12 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,13,117855,Mukesh & Associates,09-Jun-2021 03:08 PM,Accepted-AOC,Category D,11-Nov-2021 02:36 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
