Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,23-Nov-2021 07:00 PM,finsummary_64747.pdf (744.80 KB),23-Nov-2021,"INR 5,729,034",180.0,Vivek Sharma,23-Nov-2021 07:03 PM,CCBuildingLamblooAward.pdf (1734.00 KB),Award,PWD,2021_PWD_43563_1,C/O Community Centre Building Lambloo,C/O Community Centre Building Ground Floor at Lambloo Distt. Hamirpur,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,13-Jan-2021 05:05 PM,13-Jan-2021 05:10 PM,techsummary_64747.pdf (1606.33 KB),Finance,Attached,Vivek Sharma,23-Nov-2021 06:52 PM,finance_64747.pdf,BOQ Comparative Chart,1.0,195267.0,sunny kumar chopra,INR,"5,967,743.6",Technical,Attached,Vivek Sharma,13-Jan-2021 04:23 PM,technical_64747.pdf,1.0,195274.0,Dinesh Thakur,09-Jan-2021 05:29 PM,Rejected-Technical,Rejected,13-Jan-2021 05:09 PM,AOC,EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,1.0,DD - Demand Draft,C/O Community Centre Building Ground Floor at Lambloo Distt. Hamirpur,SH C/O Building Portion Water Supply and Sanitary Installation and Sptic Tank,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,60.0,180.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"2,000",EE Hamirpur,EE Hamirpur,No,04-Jan-2021 09:00 AM,11-Jan-2021 11:30 AM,04-Jan-2021 09:00 AM,11-Jan-2021 10:30 AM,NA ,NA ,04-Jan-2021 09:00 AM,11-Jan-2021 10:30 AM,13-Jan-2021 05:10 PM,PWD,C/O Community Centre Building Lambloo,2021_PWD_43563_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"71,000",No,fixed,,EE Hamirpur,EE Hamirpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,195309.0,KAMAL PATHANIA GOVT.CONTRACTOR,11-Jan-2021 07:10 AM,Rejected-AOC,l2,23-Nov-2021 07:03 PM,AOC,,,,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-19 SIMILAR WORK DONE 40 PERSENT,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,195267.0,sunny kumar chopra,09-Jan-2021 04:28 PM,Accepted-AOC,l1,23-Nov-2021 07:03 PM,AOC,,,,,.pdf,Cost of tender authorized Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Earnest Money authorized Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Detail of machinery as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Financial Turn Over of last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
