Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial Bid Opening Summary,Ashish Rana,05-Aug-2021 04:11 PM,finance_75287.pdf,BOQ Comparative Chart,Technical,TEchnical Bid Opening Summary,Ashish Rana,05-Aug-2021 02:45 PM,technical_75287.pdf,18-Nov-2021,"INR 2,610,416",90.0,Ashish Rana,18-Nov-2021 06:04 PM,AOC.pdf (660.00 KB),Award to Contractor,Er. Ashsh Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,05-Aug-2021 02:46 PM,05-Aug-2021 02:50 PM,techsummary_75287.pdf (106.12 KB),1.0,226959.0,OM PARKASH SHARMA,01-Aug-2021 01:59 PM,Rejected-Finance,Reject,18-Nov-2021 06:02 PM,1.0,226926.0,Tik Ram,INR,"1,546,998","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_50304_5,NHN-SMR00-722- 5135-5215 dt 23/07/2021,Providing FHTC of LWSS Trilokpur under Jal Jeevan Mission Tehsil Nahan Distt. Sirmour HP,Er Ashish Rana EE,Internal,TA SUPDT HDM DAO EE,Ashish Rana,18-Nov-2021 06:02 PM,finsummary_75287.pdf (660.21 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 5135-5215 dt 23/07/2021,2021_HPIPH_50304_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,Providing FHTC of LWSS Trilokpur under Jal Jeevan Mission Tehsil Nahan Distt. Sirmour HP,Laying and jointing of GMS pipes for house hold connection 326 Nos. and improvement of distribution system) under JJM,Please refer Tender documents. ,NA ,,Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,24-Jul-2021 05:00 PM,02-Aug-2021 11:30 AM,24-Jul-2021 05:00 PM,02-Aug-2021 11:00 AM,NA ,NA ,24-Jul-2021 05:00 PM,02-Aug-2021 11:00 AM,05-Aug-2021 02:50 PM,"46,700",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,226969.0,tanushree trader,01-Aug-2021 02:55 PM,Rejected-Finance,Reject,18-Nov-2021 06:02 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3.0,226926.0,Tik Ram,31-Jul-2021 08:08 PM,Accepted-AOC,AOC,18-Nov-2021 06:04 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of Registration in JSV in valid class as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,226973.0,vineet kshetri,01-Aug-2021 03:32 PM,Rejected-Finance,Reject,18-Nov-2021 06:02 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,EPF Regitration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,PAN and GSt No as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,UNdertaking Joint Venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Undertaking carefully Study all terms and condition as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
