Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
"Er. Rajesh Kumar, E.E",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar DAO Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,09-Nov-2021 09:58 AM,finsummary_78511.pdf (519.12 KB),15-Nov-2021,"INR 1,278,504",60.0,Rajesh Kumar,17-Nov-2021 10:00 AM,Awardletter.pdf (1034.00 KB),Awardletter,PWD,2021_PWD_52518_1,Job 5 Construction of link road Nagnoli Harijan B,"Job 5 Construction of link road Nagnoli Harijan Basti to Rajputtan Mohalla km. 0-0 to 0-350 Sub Head P.L G.S.B. WMM, M-25 in RD 0-0 to 0-040, 0-070 to 0-350 UNDER MMGSY","Er. Rajesh Kumar, E.E.",Internal,"Er. Arvind AE Dinesh Kumar, Sr. Divisional Accounts Officer Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II,",Arvind Chaudhary,30-Oct-2021 06:53 PM,03-Nov-2021 10:00 AM,techsummary_78511.pdf (721.50 KB),1.0,239072.0,MANI GOVT. CONTRACTOR,INR,"1,725,548",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,09-Nov-2021 09:22 AM,finance_78511.pdf,BOQ Comparative Chart,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,05-Oct-2021 10:03 AM,technical_78511.pdf,1.0,239157.0,Balbir Singh Govt Contractor,03-Oct-2021 09:54 PM,Rejected-AOC,ok,17-Nov-2021 10:00 AM,AOC,27-Sep-2021 10:00 AM,04-Oct-2021 11:00 AM,27-Sep-2021 10:30 AM,04-Oct-2021 09:00 AM,NA ,NA ,27-Sep-2021 10:30 AM,04-Oct-2021 09:00 AM,03-Nov-2021 10:00 AM,"Job 5 Construction of link road Nagnoli Harijan Basti to Rajputtan Mohalla km. 0-0 to 0-350 Sub Head P.L G.S.B. WMM, M-25 in RD 0-0 to 0-040, 0-070 to 0-350 UNDER MMGSY","Job 5 Construction of link road Nagnoli Harijan Basti to Rajputtan Mohalla km. 0-0 to 0-350 Sub Head P.L G.S.B. WMM, M-25 in RD 0-0 to 0-040, 0-070 to 0-350 UNDER MMGSY",Please refer to Bidding Documents ,NA ,"12,78,504",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,ICICI BANK,"25,600",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,PWD,Job 5 Construction of link road Nagnoli Harijan B,2021_PWD_52518_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,239072.0,MANI GOVT. CONTRACTOR,04-Oct-2021 12:03 AM,Accepted-AOC,ok,17-Nov-2021 10:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,239137.0,Maynak Sharma,03-Oct-2021 06:46 PM,Rejected-Technical,As per Evaluation Bids,30-Oct-2021 06:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,238960.0,Nitish Thakur,03-Oct-2021 05:30 PM,Rejected-Technical,As per Evaluation Bids,30-Oct-2021 06:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,238769.0,Tilak Raj Govt Contractor,03-Oct-2021 08:07 PM,Rejected-Technical,As per Evaluation Bids,30-Oct-2021 06:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,239122.0,Varun Puri govt. Contractor,04-Oct-2021 01:43 AM,Rejected-Technical,As per Evaluation Bids,30-Oct-2021 06:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card issued by Income Tax Authorities.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,AOC
