Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",PWD,TDD/GA-NIT-9287-9337 dt.24.08.2020,2020_PWD_40628_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,14-Sep-2020 09:00 AM,21-Sep-2020 11:00 AM,14-Sep-2020 09:00 AM,21-Sep-2020 10:30 AM,NA ,NA ,14-Sep-2020 09:00 AM,21-Sep-2020 10:30 AM,26-Sep-2020 03:30 PM,Construction of link road from Hamirpur to Sujanpur at RD 4/400 to Muthan Chamyola Dodru Harizen Basti Bahal Nadiana Sadiana Km 0/0 to 1/0,C/O 5.00 mtetre span R.C.C. slab type culvert at RD 0/042 alongwith wing wall both sides),Please refer Tender documents. ,NA ,"10,09,158",Civil Works,NA ,Tender,90.0,60.0,"Executive Engineer, HPPWD Division Tauni Devi",177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,"20,200",EE Tauni Devi,Hamipur,Yes,500.0,Yes,fixed,,EE Tauni Devi,Hamirpur,1.0,DD - Demand Draft,AOC,PWD,2020_PWD_40628_1,TDD/GA-NIT-9287-9337 dt.24.08.2020,Construction of link road from Hamirpur to Sujanpur at RD 4/400 to Muthan Chamyola Dodru Harizen Basti Bahal Nadiana Sadiana Km 0/0 to 1/0,EE,Internal,SUPDT/HDM/AE,Arvind Lakhanpal,25-Sep-2020 05:47 PM,26-Sep-2020 03:30 PM,techsummary_59928.pdf (563.99 KB),EE,Internal,Supdt/HDM/AE,Arvind Lakhanpal,03-Jan-2021 06:38 PM,finsummary_59928.pdf (124.58 KB),23-Jul-2021,"INR 1,009,158",60.0,Arvind Lakhanpal,23-Nov-2021 03:38 PM,AshwaniKumarChamyola.pdf (155.00 KB),AOC,1.0,178497.0,ASHWANI KUMAR GOVT. CONTRACTOR,20-Sep-2020 11:18 AM,Accepted-AOC,1,23-Nov-2021 03:38 PM,Technical,Summary,Arvind Lakhanpal,25-Sep-2020 05:40 PM,technical_59928.pdf,Finance,Summary,Arvind Lakhanpal,03-Jan-2021 06:31 PM,finance_59928.pdf,BOQ Comparative Chart,1.0,178497.0,ASHWANI KUMAR GOVT. CONTRACTOR,INR,"1,228,793",AOC
,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,178247.0,BALAL,18-Sep-2020 01:41 PM,Rejected-AOC,Higher,23-Nov-2021 03:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,178254.0,Gulam mohammad,18-Sep-2020 01:19 PM,Rejected-AOC,Higher,23-Nov-2021 03:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,GTS Registration (General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,178273.0,JAMEEL KHAN GOVT CONTRACTOR,18-Sep-2020 02:04 PM,Rejected-AOC,Higher,23-Nov-2021 03:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,178474.0,SAJEEV KUMAR GOVT.CONTRACTOR,19-Sep-2020 06:17 PM,Rejected-AOC,Higher,23-Nov-2021 03:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,178485.0,VIKAS LOHIA,20-Sep-2020 02:26 PM,Rejected-Technical,Not Admitted,25-Sep-2020 05:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 28.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
